genome,locus_tag,start,end,strand,type,gene_names
NC_000913.3,b3514,3660414,3663527,+,CDS,mdtF;ECK3498;yhiV;NP_417971.1
NC_000913.3,b3515,3663890,3664618,-,CDS,gadW;ECK3499;yhiW;NP_417972.1
NC_000913.3,b4452,3664864,3664969,+,ncRNA,gadY;ECK3500;IS183
NC_000913.3,b3516,3664986,3665810,-,CDS,gadX;ECK3501;yhiX;NP_417973.1
NC_000913.3,b3517,3666180,3667580,-,CDS,gadA;ECK3502;gadS;NP_417974.1
NC_000913.3,b3518,3667791,3669188,-,CDS,ccp;ECK3503;yhjA;NP_417975.1
NC_000913.3,b3519,3669592,3671241,+,CDS,treF;ECK3504;NP_417976.1
NC_000913.3,b3520,3671292,3671894,-,CDS,yhjB;ECK3505;NP_417977.1
NC_000913.3,b3521,3672414,3673313,+,CDS,rcdB;ECK3506;yhjC;NP_417978.2
NC_000913.3,b3522,3673362,3674375,+,CDS,yhjD;ECK3507;NP_417979.1
NC_000913.3,b3523,3674786,3676108,+,CDS,yhjE;ECK3508;NP_417980.1
NC_000913.3,b3524,3676290,3678350,-,CDS,yhjG;ECK3509;yhjF;NP_417981.2
NC_000913.3,b3525,3678420,3679187,-,CDS,pdeH;ECK3510;yhjH;NP_417982.2
NC_000913.3,b3526,3679419,3680348,+,CDS,kdgK;ECK3511;yhjI;NP_417983.2
NC_000913.3,b3527,3680444,3681940,-,CDS,yhjJ;ECK3512;NP_417984.1
NC_000913.3,b3528,3682161,3683447,-,CDS,dctA;ECK3513;NP_417985.1
NC_000913.3,b3529,3683630,3685618,-,CDS,pdeK;ECK3514;yhjK;NP_417986.4
NC_000913.3,b3530,3685700,3689173,-,CDS,bcsC;ECK3515;yhjL;YP_026226.4
NC_000913.3,b3531,3689155,3690261,-,CDS,bcsZ;bcsC;ECK3516;yhjM;NP_417988.1
NC_000913.3,b3532,3690268,3692607,-,CDS,bcsB;ECK3517;yhjN;NP_417989.1
NC_000913.3,b3533,3692618,3695236,-,CDS,bcsA;ECK3518;yhjO;yhjP;NP_417990.4
NC_000913.3,b3535,3695997,3696185,-,CDS,yhjR;bcsR;ECK3520;NP_417992.1
NC_000913.3,b3536,3696458,3698029,+,CDS,bcsE;ECK3521;yhjS;NP_417993.1
NC_000913.3,b3537,3698026,3698217,+,CDS,bcsF;ECK3522;yhjT;NP_417994.2
NC_000913.3,b3538,3698214,3699893,+,CDS,bcsG;ECK3523;yhjU;NP_417995.1
NC_000913.3,b4453,3699980,3700087,-,CDS,ldrD;ECK3524;YP_026227.1
NC_000913.3,b4454,3700136,3700199,+,ncRNA,rdlD;ECK3525
NC_000913.3,b3539,3700563,3701834,+,CDS,yhjV;ECK3526;NP_417996.1
NC_000913.3,b3540,3701864,3702868,-,CDS,dppF;dppE;ECK3527;NP_417997.1
NC_000913.3,b3541,3702865,3703848,-,CDS,dppD;ECK3528;NP_417998.1
NC_000913.3,b3542,3703859,3704761,-,CDS,dppC;ECK3529;NP_417999.1
NC_000913.3,b3543,3704771,3705790,-,CDS,dppB;ECK3530;NP_418000.1
NC_000913.3,b3544,3706098,3707705,-,CDS,dppA;alu;dpp;ECK3531;fpp;NP_418001.1
NC_000913.3,b3545,3708616,3708692,-,tRNA,proK;ECK3532;proV
NC_000913.3,b3546,3708784,3710475,-,CDS,eptB;ECK3533;yhjW;NP_418002.2
NC_000913.3,b3547,3710799,3712007,-,CDS,yhjX;ECK3534;NP_418003.1
NC_000913.3,b3548,3712236,3712934,-,CDS,yhjY;ECK3535;NP_418004.4
NC_000913.3,b3549,3713092,3713655,+,CDS,tag;ECK3536;tagA;NP_418005.1
NC_000913.3,b3550,3713652,3714092,+,CDS,yiaC;ECK3537;NP_418006.1
NC_000913.3,b3551,3714061,3716394,-,CDS,bisC;ECK3538;NP_418007.3
NC_000913.3,b3552,3716547,3717206,+,CDS,yiaD;ECK3539;YP_026228.1
NC_000913.3,b3553,3717310,3718284,+,CDS,ghrB;ECK3540;tkrA;yiaE;NP_418009.2
NC_000913.3,b3554,3718334,3719044,-,CDS,yiaF;ECK3541;NP_418010.2
NC_000913.3,b3555,3719478,3719768,+,CDS,yiaG;ECK3542;NP_418011.1
NC_000913.3,b3556,3720049,3720261,+,CDS,cspA;ECK3543;NP_418012.1
NC_000913.3,b4793,3720400,3720471,+,CDS,ysaE;ECK4650;YP_010051206.1
NC_000913.3,b4455,3720448,3720600,-,CDS,hokA;ECK3544;yiaZ;YP_026229.1
NC_000913.3,b3557,3720680,3721201,+,CDS,insJ;ECK3545;yi5A;NP_418014.1
NC_000913.3,b3558,3721198,3722049,+,CDS,insK;dinS;ECK3546;t150;yi5B;NP_418015.1
NC_000913.3,b3559,3722328,3724397,-,CDS,glyS;ECK3547;NP_418016.1
NC_000913.3,b3560,3724407,3725318,-,CDS,glyQ;cfcA;ECK3548;glyS(A);NP_418017.1
NC_000913.3,b4553,3725413,3725712,-,CDS,ysaB;ECK3549;YP_588469.1
NC_000913.3,b3561,3725887,3726882,+,CDS,wecH;ECK3550;yiaH;NP_418018.1
NC_000913.3,b3562,3726924,3727361,-,CDS,yiaA;ECK3551;NP_418019.4
NC_000913.3,b3563,3727407,3727748,-,CDS,yiaB;ECK3552;NP_418020.2
NC_000913.3,b3564,3727917,3729371,-,CDS,xylB;ECK3553;NP_418021.1
NC_000913.3,b4834,3729386,3729545,-,ncRNA,xylZ;ECK4691
NC_000913.3,b3565,3729443,3730765,-,CDS,xylA;ECK3554;NP_418022.1
NC_000913.3,b3566,3731131,3732123,+,CDS,xylF;ECK3555;xylT;NP_418023.1
NC_000913.3,b3567,3732201,3733742,+,CDS,xylG;ECK3556;NP_418024.1
NC_000913.3,b3568,3733720,3734901,+,CDS,xylH;ECK3557;NP_418025.1
NC_000913.3,b3569,3734979,3736157,+,CDS,xylR;ECK3558;NP_418026.1
NC_000913.3,b3570,3736353,3737177,-,CDS,bax;ECK3559;YP_026230.1
NC_000913.3,b4794,3737177,3737203,-,CDS,baxL;ECK4651;YP_010051207.1
NC_000913.3,b3571,3737497,3739527,+,CDS,malS;ECK3560;NP_418028.1
NC_000913.3,b3572,3739705,3740958,+,CDS,avtA;ECK3561;YP_026231.1
NC_000913.3,b3573,3741109,3741582,-,CDS,ysaA;ECK3562;yiaI;NP_418030.1
NC_000913.3,b3574,3741684,3742532,-,CDS,plaR;ECK3563;yiaJ;NP_418031.1
NC_000913.3,b3575,3742733,3743731,+,CDS,yiaK;ECK3564;NP_418032.1
NC_000913.3,b3576,3743743,3744210,+,CDS,yiaL;ECK3565;NP_418033.1
NC_000913.3,b3577,3744328,3744801,+,CDS,yiaM;ECK3566;NP_418034.1
NC_000913.3,b3578,3744804,3746081,+,CDS,yiaN;ECK3567;YP_026232.1
NC_000913.3,b3579,3746094,3747080,+,CDS,yiaO;ECK3568;NP_418036.1
NC_000913.3,b3580,3747084,3748580,+,CDS,lyxK;ECK3569;lyx;sgbK;xylK;yiaP;NP_418037.1
NC_000913.3,b3581,3748577,3749239,+,CDS,sgbH;ECK3570;yiaQ;NP_418038.1
NC_000913.3,b3582,3749232,3750092,+,CDS,sgbU;ECK3571;yiaR;NP_418039.2
NC_000913.3,b3583,3750086,3750781,+,CDS,sgbE;ECK3572;yiaS;NP_418040.1
NC_000913.3,b3584,3751128,3751868,-,CDS,yiaT;ECK3573;NP_418041.1
NC_000913.3,b3585,3751992,3752966,+,CDS,yiaU;ECK3574;NP_418042.1
NC_000913.3,b3586,3752963,3754099,-,CDS,yiaV;ECK3575;NP_418043.1
NC_000913.3,b3587,3754105,3754428,-,CDS,yiaW;ECK3576;NP_418044.1
NC_000913.3,b3588,3754973,3756511,-,CDS,aldB;ECK3577;yiaX;NP_418045.4
NC_000913.3,b3589,3756676,3757827,-,CDS,yiaY;ECK3578;YP_026233.1
NC_000913.3,b3590,3758017,3759861,-,CDS,selB;ECK3579;fdhA;NP_418047.1
NC_000913.3,b3591,3759858,3761249,-,CDS,selA;ECK3580;fdhA;NP_418048.1
NC_000913.3,b3592,3761347,3761955,-,CDS,yibF;ECK3581;NP_418049.1
NC_000913.3,b3593,3762183,3766316,+,CDS,rhsA;ECK3582;NP_418050.1
NC_000913.3,b3594,3766337,3767179,+,CDS,yibA;ECK3583;NP_418051.1
NC_000913.3,b3596,3768177,3768638,+,CDS,yibG;ECK3585;NP_418053.1
NC_000913.3,b4615,3769345,3769680,+,CDS,yibV;ECK4424;YP_009518821.1
NC_000913.3,b3597,3770243,3771379,-,CDS,yibH;ECK3586;NP_418054.1
NC_000913.3,b3598,3771382,3771744,-,CDS,yibI;ECK3587;NP_418055.1
NC_000913.3,b3599,3772281,3774194,+,CDS,mtlA;ECK3588;mtlC;NP_418056.1
NC_000913.3,b3600,3774424,3775572,+,CDS,mtlD;ECK3589;NP_418057.1
NC_000913.3,b3601,3775572,3776159,+,CDS,mtlR;ECK3590;NP_418058.1
NC_000913.3,b4554,3776171,3776380,-,CDS,yibT;ECK3591;YP_588470.1
NC_000913.3,b3602,3776665,3777027,+,CDS,yibL;ECK3592;NP_418059.1
NC_000913.3,b3603,3777399,3779054,+,CDS,lldP;ECK3593;lct;lctP;NP_418060.1
NC_000913.3,b3604,3779054,3779830,+,CDS,lldR;ECK3594;lct;lctR;NP_418061.1
NC_000913.3,b3605,3779827,3781017,+,CDS,lldD;ECK3595;lct;lctD;NP_418062.1
NC_000913.3,b3606,3781215,3781688,+,CDS,trmL;ECK3596;yibK;NP_418063.1
NC_000913.3,b3607,3781741,3782562,-,CDS,cysE;ECK3597;NP_418064.1
NC_000913.3,b3608,3782642,3783661,-,CDS,gpsA;ECK3598;NP_418065.1
NC_000913.3,b3609,3783661,3784128,-,CDS,secB;ECK3599;NP_418066.1
NC_000913.3,b3610,3784191,3784442,-,CDS,grxC;ECK3600;yibM;NP_418067.1
NC_000913.3,b3611,3784584,3785015,-,CDS,yibN;ECK3601;NP_418068.1
NC_000913.3,b3612,3785260,3786804,+,CDS,gpmM;ECK3602;gpmC;gpmI;pgmI;yibO;NP_418069.1
NC_000913.3,b3613,3786838,3788097,+,CDS,envC;ECK3603;slm11;yibP;NP_418070.6
NC_000913.3,b3614,3788101,3789060,+,CDS,yibQ;ECK3604;NP_418071.4
NC_000913.3,b3615,3789047,3790081,-,CDS,waaH;ECK3605;yibD;NP_418072.1
NC_000913.3,b3616,3790320,3791345,-,CDS,tdh;ECK3606;NP_418073.1
NC_000913.3,b3617,3791355,3792551,-,CDS,kbl;ECK3607;NP_418074.1
NC_000913.3,b3618,3792826,3793683,-,CDS,htrL;ECK3608;yibB;NP_418075.2
NC_000913.3,b3619,3793987,3794919,+,CDS,rfaD;ECK3609;hldD;htrM;nbsB;waaD;NP_418076.1
NC_000913.3,b3620,3794929,3795975,+,CDS,waaF;ECK3610;rfaF;NP_418077.1
NC_000913.3,b3621,3795979,3796938,+,CDS,waaC;ECK3611;rfa-2;rfaC;yibC;NP_418078.1
NC_000913.3,b3622,3796948,3798207,+,CDS,waaL;ECK3612;rfaL;NP_418079.1
NC_000913.3,b4795,3797772,3798014,-,CDS,yibX;ECK4652;YP_010051208.1;YP_010051209.1
NC_000913.3,b4796,3798039,3798149,-,CDS,yibY;ECK4653;YP_010051210.1
NC_000913.3,b3623,3798239,3799312,-,CDS,waaU;ECK3613;rfaK;NP_418080.1
NC_000913.3,b3624,3799345,3800196,-,CDS,waaZ;ECK3614;rfaZ;NP_418081.1
NC_000913.3,b3625,3800267,3800965,-,CDS,waaY;ECK3615;rfaY;NP_418082.1
NC_000913.3,b3626,3800983,3801999,-,CDS,waaJ;ECK3616;rfaJ;waaR;NP_418083.1
NC_000913.3,b3627,3802039,3803058,-,CDS,waaO;ECK3617;rfaI;waaI;NP_418084.1
NC_000913.3,b3628,3803058,3804137,-,CDS,waaB;ECK3618;lps;rfaB;syn;NP_418085.2
NC_000913.3,b3629,3804181,3805116,-,CDS,waaS;ECK3619;rfaS;NP_418086.1
NC_000913.3,b3630,3805153,3805950,-,CDS,waaP;ECK3620;rfaP;NP_418087.1
NC_000913.3,b3631,3805943,3807067,-,CDS,waaG;ECK3621;rfaG;NP_418088.1
NC_000913.3,b3632,3807064,3808098,-,CDS,waaQ;ECK3622;rfaQ;NP_418089.1
NC_000913.3,b4760,3808166,3808238,-,ncRNA,rirA;ECK4617
NC_000913.3,b3633,3808540,3809817,+,CDS,waaA;ECK3623;kdtA;NP_418090.1
NC_000913.3,b3634,3809825,3810304,+,CDS,coaD;ECK3624;kdtB;yicA;NP_418091.1
NC_000913.3,b3635,3810343,3811152,-,CDS,mutM;ECK3625;fpg;NP_418092.1
NC_000913.3,b3636,3811250,3811417,-,CDS,rpmG;ECK3626;NP_418093.1
NC_000913.3,b3637,3811438,3811674,-,CDS,rpmB;ECK3627;NP_418094.1
NC_000913.3,b3638,3811891,3812559,-,CDS,yicR;ECK3628;radC;NP_418095.4
NC_000913.3,b3639,3812731,3813951,+,CDS,dfp;coaBC;ECK3629;NP_418096.4
NC_000913.3,b3640,3813929,3814387,+,CDS,dut;dnaS;ECK3630;sof;NP_418097.2
NC_000913.3,b3641,3814494,3815090,+,CDS,slmA;ECK3631;ttk;yicB;NP_418098.4
NC_000913.3,b3642,3815127,3815768,-,CDS,pyrE;ECK3632;NP_418099.1
NC_000913.3,b3643,3815863,3816549,-,CDS,rph;ECK3633;YP_009518822.1
NC_000913.3,b3644,3816676,3817539,+,CDS,yicC;ECK3634;NP_418101.1
NC_000913.3,b3645,3817760,3818584,+,CDS,dinD;ECK3635;pcsA;yicD;NP_418102.2
NC_000913.3,b3646,3818874,3819491,+,CDS,yicG;ECK3636;NP_418103.4
NC_000913.3,b3647,3819488,3821170,-,CDS,ligB;ECK3637;yicF;NP_418104.2
NC_000913.3,b3648,3821428,3822051,+,CDS,gmk;ECK3638;spoR;NP_418105.1
NC_000913.3,b3649,3822106,3822381,+,CDS,rpoZ;ECK3639;spoS;NP_418106.1
NC_000913.3,b3650,3822400,3824508,+,CDS,spoT;ECK3640;NP_418107.1
NC_000913.3,b3651,3824515,3825204,+,CDS,trmH;ECK3641;spoU;NP_418108.1
NC_000913.3,b3652,3825210,3827291,+,CDS,recG;ECK3642;radC;spoV;NP_418109.1
NC_000913.3,b3653,3827460,3828665,-,CDS,gltS;ECK3643;gltC;NP_418110.1
NC_000913.3,b3654,3828945,3830336,+,CDS,xanP;ECK3644;yicE;NP_418111.1
NC_000913.3,b3655,3830457,3832166,+,CDS,yicH;ECK3645;NP_418112.1
NC_000913.3,b3656,3832219,3834537,-,CDS,yicI;ECK3646;NP_418113.1
NC_000913.3,b3657,3834547,3835929,-,CDS,yicJ;ECK3647;NP_418114.4
NC_000913.3,b3658,3836222,3836316,+,tRNA,selC;ECK3648;fdhC
NC_000913.3,b3659,3836953,3838137,+,CDS,setC;ECK3649;yicK;NP_418115.1
NC_000913.3,b3660,3838248,3839171,+,CDS,yicL;ECK3650;NP_418116.1
NC_000913.3,b4797,3838642,3838701,-,CDS,yicU;ECK4654;YP_010051211.1
NC_000913.3,b3661,3839175,3839993,-,CDS,nlpA;ECK3651;NP_418117.1
NC_000913.3,b4555,3840215,3840508,+,CDS,yicS;ECK3652;YP_588471.1
NC_000913.3,b3662,3840549,3841739,-,CDS,nepI;ECK3653;yicM;NP_418118.2
NC_000913.3,b3663,3841950,3842402,-,CDS,yicN;ECK3654;NP_418119.2
NC_000913.3,b3664,3842455,3843789,-,CDS,adeQ;ECK3655;yicO;NP_418120.2
NC_000913.3,b3665,3843964,3845730,+,CDS,adeD;ade;adu;ECK3656;yicP;NP_418121.1
NC_000913.3,b4829,3845730,3845995,-,ncRNA,uhpU;ECK4686
NC_000913.3,b3666,3845776,3847167,-,CDS,uhpT;ECK3657;NP_418122.1
NC_000913.3,b3667,3847305,3848624,-,CDS,uhpC;ECK3658;NP_418123.2
NC_000913.3,b3668,3848634,3850136,-,CDS,uhpB;ECK3659;NP_418124.4
NC_000913.3,b3669,3850136,3850726,-,CDS,uhpA;ECK3660;NP_418125.1
NC_000913.3,b3670,3850802,3851092,-,CDS,ilvN;ECK3661;NP_418126.1
NC_000913.3,b3671,3851096,3852784,-,CDS,ilvB;ECK3662;NP_418127.1
NC_000913.3,b3672,3852890,3852988,-,CDS,ivbL;ECK3663;NP_418128.1
NC_000913.3,b4616,3853118,3853257,-,ncRNA,istR;ECK4425;istR-1;istR-2;psrA19
NC_000913.3,b4618,3853553,3853642,+,CDS,tisB;ECK4427;ysdB;YP_001165331.1
NC_000913.3,b4798,3853766,3853840,-,CDS,ysdE;ECK4655;YP_010051212.1
NC_000913.3,b3673,3853922,3855106,+,CDS,emrD;ECK3664;yicQ;NP_418129.2
NC_000913.3,b3674,3855114,3855611,-,CDS,yidF;ECK3665;NP_418130.1
NC_000913.3,b3675,3855608,3855970,-,CDS,yidG;ECK3666;NP_418131.1
NC_000913.3,b3676,3855960,3856307,-,CDS,yidH;ECK3667;NP_418132.1
NC_000913.3,b3677,3856415,3856864,+,CDS,yidI;ECK3668;NP_418133.1
NC_000913.3,b3678,3856911,3858404,-,CDS,yidJ;ECK3669;NP_418134.1
NC_000913.3,b3679,3858401,3860116,-,CDS,yidK;ECK3670;NP_418135.1
NC_000913.3,b3680,3860283,3861176,+,CDS,yidL;ECK3671;NP_418136.2
NC_000913.3,b3682,3861987,3862472,-,CDS,glvB;ECK3674;yidN;yidO;YP_009518824.1
NC_000913.3,b3683,3862497,3863603,-,CDS,glvC;ECK3675;ptiC;YP_009518825.1
NC_000913.3,b3684,3863899,3864615,+,CDS,yidP;ECK3676;NP_418139.1
NC_000913.3,b3685,3864612,3866273,-,CDS,yidE;ECK3677;yibE;NP_418140.4
NC_000913.3,b3686,3866469,3866897,-,CDS,ibpB;ECK3678;hslS;htpE;NP_418141.2
NC_000913.3,b3687,3867009,3867422,-,CDS,ibpA;ECK3679;hslT;htpN;NP_418142.1
NC_000913.3,b3688,3867728,3868060,+,CDS,yidQ;ecfI;ECK3680;NP_418143.2
NC_000913.3,b3689,3868062,3869309,-,CDS,yidR;ECK3681;NP_418144.3
NC_000913.3,b3690,3869377,3870441,+,CDS,cbrA;ECK3682;yidS;NP_418145.2
NC_000913.3,b3691,3870438,3871730,-,CDS,dgoT;ECK3683;yidT;NP_418146.4
NC_000913.3,b4478,3871850,3872998,-,CDS,dgoD;b3692;ECK3684;yidU;YP_026237.1
NC_000913.3,b4477,3872995,3873612,-,CDS,dgoA;b3692;ECK3685;yidU;YP_026238.1
NC_000913.3,b3693,3873596,3874474,-,CDS,dgoK;ECK3686;yidV;NP_418148.1
NC_000913.3,b4479,3874471,3875160,-,CDS,dgoR;b3694;b3695;ECK3687;yidW;YP_026239.1
NC_000913.3,b3696,3875438,3876094,+,CDS,yidX;ECK3688;YP_026240.1
NC_000913.3,b3697,3876140,3876952,-,CDS,yidA;ECK3689;NP_418152.1
NC_000913.3,b3698,3877067,3877465,-,CDS,yidB;ECK3690;NP_418153.4
NC_000913.3,b3699,3877705,3880119,-,CDS,gyrB;acrB;Cou;ECK3691;himB;hisU;hopA;nalC;parA;pcbA;pcpA;YP_026241.1
NC_000913.3,b3700,3880148,3881221,-,CDS,recF;ECK3692;uvrF;NP_418155.1
NC_000913.3,b3701,3881221,3882321,-,CDS,dnaN;ECK3693;NP_418156.1
NC_000913.3,b3702,3882326,3883729,-,CDS,dnaA;ECK3694;NP_418157.1
NC_000913.3,b4757,3884026,3884106,+,CDS,ysdD;ECK4614;YP_009518826.1
NC_000913.3,b3703,3884336,3884476,+,CDS,rpmH;ECK3695;rimA;ssaF;NP_418158.1
NC_000913.3,b3704,3884493,3884852,+,CDS,rnpA;ECK3696;NP_418159.1
NC_000913.3,b4557,3884816,3885073,+,CDS,yidD;ECK3697;YP_588472.1
NC_000913.3,b3705,3885076,3886722,+,CDS,yidC;ECK3698;NP_418161.1
NC_000913.3,b3706,3886828,3888192,+,CDS,mnmE;ECK3699;thdF;trmE;NP_418162.1
NC_000913.3,b3707,3888435,3888509,+,CDS,tnaC;ECK3700;tnaL;NP_418163.1
NC_000913.3,b3708,3888730,3890145,+,CDS,tnaA;ECK3701;ind;tnaR;NP_418164.4
NC_000913.3,b3709,3890236,3891483,+,CDS,tnaB;ECK3702;tnaP;trpP;NP_418165.1
NC_000913.3,b3710,3891615,3892790,+,CDS,mdtL;ECK3703;yidY;NP_418166.1
NC_000913.3,b3711,3892765,3893724,+,CDS,yidZ;ECK3704;NP_418167.1
NC_000913.3,b3712,3893881,3894630,+,CDS,yieE;ECK3705;NP_418168.2
NC_000913.3,b3713,3894652,3895218,+,CDS,yieF;chrR;ECK3706;NP_418169.1
NC_000913.3,b3714,3895272,3896609,-,CDS,adeP;ECK3707;purP;yieG;NP_418170.1
NC_000913.3,b3715,3896774,3897439,+,CDS,yieH;ECK3708;NP_418171.1
NC_000913.3,b3716,3897506,3897973,+,CDS,cbrB;ECK3709;yieI;NP_418172.1
NC_000913.3,b3717,3898022,3898609,+,CDS,cbrC;ECK3710;yieJ;NP_418173.1
NC_000913.3,b3718,3898671,3899393,-,CDS,yieK;ECK3711;YP_026242.1
NC_000913.3,b3719,3899408,3900577,-,CDS,yieL;ECK3712;NP_418175.3
NC_000913.3,b3720,3900604,3902220,-,CDS,bglH;ECK3713;yieC;NP_418176.1
NC_000913.3,b3721,3902289,3903701,-,CDS,bglB;blgA;ECK3714;NP_418177.1
NC_000913.3,b3722,3903720,3905597,-,CDS,bglF;bglS;ECK3715;NP_418178.1
NC_000913.3,b3723,3905731,3906567,-,CDS,bglG;bglC;ECK3716;NP_418179.1
NC_000913.3,b3724,3906853,3907578,-,CDS,phoU;ECK3717;phoT;pst;NP_418180.1
NC_000913.3,b3725,3907593,3908366,-,CDS,pstB;ECK3718;phoT;NP_418181.1
NC_000913.3,b3726,3908549,3909439,-,CDS,pstA;ECK3719;phoR2;phoR2b;phoT;R2pho;NP_418182.1
NC_000913.3,b3727,3909439,3910398,-,CDS,pstC;ECK3720;phoW;NP_418183.1
NC_000913.3,b3728,3910485,3911525,-,CDS,pstS;ECK3721;nmpA;phoR2a;phoS;R2pho;T;NP_418184.1
NC_000913.3,b3729,3911839,3913668,-,CDS,glmS;ECK3722;NP_418185.1
NC_000913.3,b3730,3913830,3915200,-,CDS,glmU;ECK3723;yieA;NP_418186.1
NC_000913.3,b3731,3915553,3915972,-,CDS,atpC;ECK3724;papG;uncC;NP_418187.1
NC_000913.3,b3732,3915993,3917375,-,CDS,atpD;ECK3725;papB;uncD;NP_418188.1
NC_000913.3,b3733,3917402,3918265,-,CDS,atpG;ECK3726;papC;uncG;NP_418189.1
NC_000913.3,b3734,3918316,3919857,-,CDS,atpA;ECK3727;papA;uncA;NP_418190.1
NC_000913.3,b3735,3919870,3920403,-,CDS,atpH;ECK3728;papE;uncH;NP_418191.1
NC_000913.3,b3736,3920418,3920888,-,CDS,atpF;ECK3729;papF;uncF;NP_418192.1
NC_000913.3,b3737,3920950,3921189,-,CDS,atpE;ECK3730;papH;uncE;NP_418193.1
NC_000913.3,b3738,3921236,3922051,-,CDS,atpB;ECK3731;papD;uncB;NP_418194.1
NC_000913.3,b3739,3922060,3922440,-,CDS,atpI;ECK3732;uncI;NP_418195.2
NC_000913.3,b3740,3923057,3923680,-,CDS,rsmG;ECK3733;gidB;NP_418196.1
NC_000913.3,b3741,3923744,3925633,-,CDS,mnmG;ECK3734;gidA;trmF;NP_418197.1
NC_000913.3,b3742,3926012,3926455,-,CDS,mioC;ECK3736;yieB;NP_418198.1
NC_000913.3,b3743,3926545,3927003,-,CDS,asnC;ECK3737;NP_418199.1
NC_000913.3,b3744,3927155,3928147,+,CDS,asnA;ECK3738;NP_418200.1
NC_000913.3,b3745,3928152,3929603,-,CDS,viaA;ECK3739;yieD;yieD_1;yieD_2;yieM;YP_026243.1
NC_000913.3,b3746,3929597,3931093,-,CDS,ravA;ECK3740;yieN;NP_418202.4
NC_000913.3,b3747,3931316,3933184,+,CDS,kup;ECK3741;trkD;YP_026244.1
NC_000913.3,b3748,3933351,3933770,+,CDS,rbsD;ECK3742;rbsP;NP_418204.2
NC_000913.3,b3749,3933778,3935283,+,CDS,rbsA;ECK3743;rbsP;rbsT;NP_418205.1
NC_000913.3,b3750,3935288,3936253,+,CDS,rbsC;ECK3744;rbsP;rbsT;NP_418206.1
NC_000913.3,b3751,3936278,3937168,+,CDS,rbsB;ECK3745;prlB;rbsP;NP_418207.1
NC_000913.3,b4804,3937045,3937278,+,ncRNA,rbsZ;ECK4661
NC_000913.3,b3752,3937294,3938223,+,CDS,rbsK;ECK3746;NP_418208.1
NC_000913.3,b3753,3938227,3939219,+,CDS,rbsR;ECK3747;NP_418209.1
NC_000913.3,b3754,3939185,3940612,-,CDS,hsrA;ECK3748;yieO;NP_418210.1
NC_000913.3,b3755,3940635,3941327,-,CDS,yieP;ECK3749;YP_026245.1
NC_000913.3,b3756,3941808,3943349,+,rRNA,rrsC;ECK3750
NC_000913.3,b3757,3943435,3943510,+,tRNA,gltU;ECK3751;tgtC
NC_000913.3,b3758,3943704,3946607,+,rRNA,rrlC;ECK3752
NC_000913.3,b3759,3946700,3946819,+,rRNA,rrfC;ECK3753
NC_000913.3,b3760,3946872,3946948,+,tRNA,aspT;ECK3754;tasC
NC_000913.3,b3761,3946957,3947032,+,tRNA,trpT;ECK3755;su7;su8;su9;supU;supV
NC_000913.3,b4480,3947128,3947967,-,CDS,hdfR;b3762;b3763;ECK3756;yifA;yifD;YP_026246.1
NC_000913.3,b3764,3948086,3948424,+,CDS,maoP;ECK3757;yifE;NP_418213.1
NC_000913.3,b3765,3948449,3949969,-,CDS,yifB;ECK3758;NP_418214.2
NC_000913.3,b3766,3950322,3950420,+,CDS,ilvL;ECK3759;NP_418215.1
NC_000913.3,b4669,3950507,3950557,+,CDS,ilvX;ECK4484;YP_002791259.1
NC_000913.3,b3769,3952201,3952464,+,CDS,ilvM;ECK3761;NP_418217.1
NC_000913.3,b3770,3952484,3953413,+,CDS,ilvE;ECK3762;YP_026247.1
NC_000913.3,b3771,3953478,3955328,+,CDS,ilvD;ECK3763;YP_026248.1
NC_000913.3,b3772,3955331,3956875,+,CDS,ilvA;ECK3764;ile;NP_418220.1
NC_000913.3,b3773,3956927,3957820,-,CDS,ilvY;ECK3765;NP_418221.1
NC_000913.3,b3774,3957970,3959445,+,CDS,ilvC;ECK3766;NP_418222.1
NC_000913.3,b3775,3959532,3959813,-,CDS,ppiC;ECK3767;parvA;NP_418223.1
NC_000913.3,b3778,3960677,3962698,+,CDS,rep;dasC;ECK3770;mbrA;mmrA;YP_026251.1
NC_000913.3,b3779,3962745,3964229,-,CDS,gpp;ECK3771;gppA;YP_026252.1
NC_000913.3,b3780,3964365,3965630,-,CDS,rhlB;ECK3772;mmrA;NP_418227.1
NC_000913.3,b3781,3965761,3966090,+,CDS,trxA;dasC;ECK3773;fipA;tsnC;NP_418228.2
NC_000913.3,b3782,3966231,3966332,+,CDS,rhoL;ECK3774;YP_009518827.1
NC_000913.3,b3783,3966417,3967676,+,CDS,rho;ECK3775;nitA;nusD;psu;psuA;rnsC;sbaA;sun;tsu;NP_418230.1
NC_000913.3,b3784,3967916,3969019,+,CDS,wecA;ECK3776;rfe;NP_418231.1
NC_000913.3,b3785,3969031,3970077,+,CDS,wzzE;ECK3777;wzz;yifC;NP_418232.2
NC_000913.3,b3786,3970133,3971263,+,CDS,wecB;ECK3778;mnaA;nfrC;rffE;yifF;YP_026253.1
NC_000913.3,b3787,3971260,3972522,+,CDS,wecC;ECK3779;mnaB;rff;rffD;YP_026254.1
NC_000913.3,b3788,3972522,3973589,+,CDS,rffG;ECK3780;rff;YP_026255.1
NC_000913.3,b3789,3973608,3974489,+,CDS,rffH;ECK3781;yifG;NP_418236.1
