genome,locus_tag,start,end,strand,type,gene_names
NC_000913.2,b3281,3428042,3428860,-,CDS,aroE;ECK3268;JW3242;NP_417740.1
NC_000913.2,b3282,3428865,3429437,-,CDS,tsaC;ECK3269;JW3243;rimN;yrdC;NP_417741.1
NC_000913.2,b3283,3429442,3429984,-,CDS,yrdD;ECK3270;JW5949;YP_026210.1
NC_000913.2,b3284,3430013,3430486,-,CDS,smg;ECK3271;JW3245;NP_417743.1
NC_000913.2,b4473,3430458,3431582,-,CDS,smf;ECK3272;JW5708;YP_026211.1
NC_000913.2,b3287,3431712,3432221,+,CDS,def;ECK3273;fms;JW3248;NP_417745.1
NC_000913.2,b3288,3432236,3433183,+,CDS,fmt;ECK3274;JW3249;yhdD;NP_417746.1
NC_000913.2,b3289,3433229,3434518,+,CDS,rsmB;ECK3275;fmu;fmv;JW3250;rrmB;sun;yhdB;NP_417747.1
NC_000913.2,b3290,3434540,3435916,+,CDS,trkA;ECK3276;JW3251;sapG;NP_417748.1
NC_000913.2,b3291,3436046,3436456,+,CDS,mscL;ECK3277;JW3252;stkA;yhdC;NP_417749.1
NC_000913.2,b4550,3436453,3436671,-,CDS,arfA;ECK3278;JW3253;yhdL;YP_588467.1
NC_000913.2,b3292,3436727,3437152,-,CDS,zntR;ECK3279;JW3254;yhdM;NP_417751.1
NC_000913.2,b3293,3437163,3437531,-,CDS,yhdN;ECK3280;JW3255;NP_417752.1
NC_000913.2,b3294,3437638,3438021,-,CDS,rplQ;ECK3281;JW3256;NP_417753.1
NC_000913.2,b3295,3438062,3439051,-,CDS,rpoA;ECK3282;JW3257;pez;phs;sez;NP_417754.1
NC_000913.2,b3296,3439077,3439697,-,CDS,rpsD;ECK3283;JW3258;ramA;sud;NP_417755.1
NC_000913.2,b3297,3439731,3440120,-,CDS,rpsK;ECK3284;JW3259;NP_417756.1
NC_000913.2,b3298,3440137,3440493,-,CDS,rpsM;ECK3285;JW3260;NP_417757.1
NC_000913.2,b3299,3440640,3440756,-,CDS,rpmJ;ECK3286;JW3261;secX;NP_417758.1
NC_000913.2,b3300,3440788,3442119,-,CDS,secY;ECK3287;JW3262;prlA;NP_417759.1
NC_000913.2,b3301,3442127,3442561,-,CDS,rplO;ECK3288;JW3263;NP_417760.1
NC_000913.2,b3302,3442565,3442744,-,CDS,rpmD;ECK3289;JW3264;NP_417761.1
NC_000913.2,b3303,3442748,3443251,-,CDS,rpsE;ECK3290;eps;JW3265;spc;spcA;NP_417762.1
NC_000913.2,b3304,3443266,3443619,-,CDS,rplR;ECK3291;JW3266;NP_417763.1
NC_000913.2,b3305,3443629,3444162,-,CDS,rplF;ECK3292;JW3267;NP_417764.1
NC_000913.2,b3306,3444175,3444567,-,CDS,rpsH;ECK3293;JW3268;NP_417765.1
NC_000913.2,b3307,3444601,3444906,-,CDS,rpsN;ECK3294;JW3269;NP_417766.1
NC_000913.2,b3308,3444921,3445460,-,CDS,rplE;ECK3295;JW3270;NP_417767.1
NC_000913.2,b3309,3445475,3445789,-,CDS,rplX;ECK3296;JW3271;NP_417768.1
NC_000913.2,b3310,3445800,3446171,-,CDS,rplN;ECK3297;JW3272;NP_417769.1
NC_000913.2,b3311,3446336,3446590,-,CDS,rpsQ;ECK3298;JW3273;neaA;NP_417770.1
NC_000913.2,b3312,3446590,3446781,-,CDS,rpmC;ECK3299;JW3274;NP_417771.1
NC_000913.2,b3313,3446781,3447191,-,CDS,rplP;ECK3300;JW3275;NP_417772.1
NC_000913.2,b3314,3447204,3447905,-,CDS,rpsC;ECK3301;JW3276;NP_417773.1
NC_000913.2,b3315,3447923,3448255,-,CDS,rplV;ECK3302;eryB;JW3277;NP_417774.1
NC_000913.2,b3316,3448270,3448548,-,CDS,rpsS;ECK3303;JW3278;NP_417775.1
NC_000913.2,b3317,3448565,3449386,-,CDS,rplB;ECK3304;JW3279;NP_417776.1
NC_000913.2,b3318,3449404,3449706,-,CDS,rplW;ECK3305;JW3280;NP_417777.1
NC_000913.2,b3319,3449703,3450308,-,CDS,rplD;ECK3306;eryA;JW3281;NP_417778.1
NC_000913.2,b3320,3450319,3450948,-,CDS,rplC;ECK3307;JW3282;NP_417779.1
NC_000913.2,b3321,3450981,3451292,-,CDS,rpsJ;ECK3308;JW3283;nusE;NP_417780.1
NC_000913.2,b3322,3451530,3451949,-,CDS,gspB;ECK3309;JW3284;pinO;pioO;NP_417781.1
NC_000913.2,b3323,3451951,3453420,-,CDS,gspA;ECK3310;JW3285;yheD;NP_417782.1
NC_000913.2,b3324,3453600,3454415,+,CDS,gspC;ECK3311;JW3286;yheE;NP_417783.1
NC_000913.2,b3325,3454399,3456351,+,CDS,gspD;ECK3312;JW5707;yheF;NP_417784.4
NC_000913.2,b3326,3456361,3457842,+,CDS,gspE;ECK3313;JW3288;yheG;NP_417785.1
NC_000913.2,b3327,3457839,3459035,+,CDS,gspF;ECK3314;hofF;hopF;JW3289;NP_417786.1
NC_000913.2,b3328,3459045,3459482,+,CDS,gspG;ECK3315;hofG;hopG;JW3290;NP_417787.1
NC_000913.2,b3329,3459490,3459999,+,CDS,gspH;ECK3316;hofH;hopH;JW3291;NP_417788.1
NC_000913.2,b3330,3459996,3460373,+,CDS,gspI;ECK3317;JW5706;yheH;NP_417789.4
NC_000913.2,b3331,3460366,3460953,+,CDS,gspJ;ECK3318;JW3293;yheI;NP_417790.1
NC_000913.2,b3332,3460946,3461929,+,CDS,gspK;ECK3319;JW3294;yheJ;NP_417791.1
NC_000913.2,b3333,3461944,3463107,+,CDS,gspL;ECK3320;JW5705;yheK;NP_417792.2
NC_000913.2,b3334,3463104,3463565,+,CDS,gspM;ECK3321;hopZ;JW5704;pshM;NP_417793.2
NC_000913.2,b3335,3463565,3464242,+,CDS,gspO;ECK3322;hofD;hopD;hopO;JW3297;yheC;NP_417794.1
NC_000913.2,b3336,3464271,3464747,-,CDS,bfr;ECK3323;JW3298;NP_417795.1
NC_000913.2,b3337,3464819,3465013,-,CDS,bfd;ECK3324;JW3299;yheA;NP_417796.1
NC_000913.2,b3338,3465182,3467875,-,CDS,chiA;ECK3325;JW3300;yheB;NP_417797.1
NC_000913.2,b3339,3468167,3469351,-,CDS,tufA;ECK3326;JW3301;kirT;pulT;NP_417798.1
NC_000913.2,b3340,3469422,3471536,-,CDS,fusA;ECK3327;far;fus;JW3302;NP_417799.1
NC_000913.2,b3341,3471564,3472103,-,CDS,rpsG;ECK3328;JW3303;NP_417800.1
NC_000913.2,b3342,3472200,3472574,-,CDS,rpsL;asuB;ECK3329;JW3304;strA;NP_417801.1
NC_000913.2,b3343,3472700,3472987,-,CDS,tusB;ECK3330;JW3305;yheL;NP_417802.1
NC_000913.2,b3344,3472995,3473354,-,CDS,tusC;ECK3331;JW3306;yheM;NP_417803.1
NC_000913.2,b3345,3473354,3473740,-,CDS,tusD;ECK3332;JW3307;yheN;NP_417804.1
NC_000913.2,b3346,3473740,3474462,-,CDS,yheO;ECK3333;JW5703;NP_417805.4
NC_000913.2,b3347,3474629,3475441,-,CDS,fkpA;ECK3334;JW3309;yzzS;NP_417806.1
NC_000913.2,b3348,3475662,3475880,+,CDS,slyX;ECK3335;JW3310;NP_417807.1
NC_000913.2,b3349,3475929,3476519,-,CDS,slyD;ECK3336;JW3311;NP_417808.1
NC_000913.2,b4551,3476614,3476814,-,CDS,yheV;ECK3337;JW3312;YP_588468.1
NC_000913.2,b3350,3476824,3478629,-,CDS,kefB;ECK3338;JW3313;trkB;NP_417809.1
NC_000913.2,b3351,3478629,3479183,-,CDS,kefG;ECK3339;JW3314;yheR;NP_417810.1
NC_000913.2,b3352,3479311,3481224,+,CDS,yheS;ECK3340;JW3315;NP_417811.1
NC_000913.2,b3353,3481224,3482246,+,CDS,yheT;ECK3341;JW3316;NP_417812.1
NC_000913.2,b3354,3482240,3482458,+,CDS,yheU;ECK3342;JW3317;NP_417813.1
NC_000913.2,b3355,3482512,3483381,+,CDS,prkB;ECK3343;JW3318;prk?;yhfF;NP_417814.1
NC_000913.2,b3356,3483436,3483840,-,CDS,yhfA;ECK3344;JW3319;NP_417815.1
NC_000913.2,b3357,3484142,3484774,+,CDS,crp;cap;csm;ECK3345;JW5702;NP_417816.1
NC_000913.2,b3358,3484813,3486915,+,CDS,yhfK;ECK3346;JW5701;NP_417817.2
NC_000913.2,b3359,3486982,3488202,-,CDS,argD;alaB;Arg1;argG;dapC;dtu;ECK3347;JW3322;NP_417818.1
NC_000913.2,b3360,3488288,3488851,-,CDS,pabA;ECK3348;JW3323;NP_417819.1
NC_000913.2,b3361,3488883,3489485,-,CDS,fic;ECK3349;JW3324;vhpT;NP_417820.1
NC_000913.2,b3362,3489475,3489642,-,CDS,yhfG;ECK3350;JW3325;vhpA;NP_417821.1
NC_000913.2,b3363,3489747,3490319,-,CDS,ppiA;ECK3351;JW3326;rot;NP_417822.1
NC_000913.2,b3364,3490590,3491771,+,CDS,tsgA;ECK3352;gutS;JW3327;yhfC;yhfH;NP_417823.1
NC_000913.2,b3365,3492033,3494576,+,CDS,nirB;ECK3353;JW3328;NP_417824.1
NC_000913.2,b3366,3494573,3494899,+,CDS,nirD;ECK3354;JW3329;NP_417825.1
NC_000913.2,b3367,3495025,3495831,+,CDS,nirC;ECK3355;JW3330;YP_026212.2
NC_000913.2,b3368,3495850,3497223,+,CDS,cysG;ECK3356;JW3331;NP_417827.1
NC_000913.2,b3369,3497470,3497637,+,CDS,yhfL;ECK3357;JW3332;NP_417828.1
NC_000913.2,b3370,3497932,3499269,+,CDS,frlA;ECK3358;JW3333;yhfM;NP_417829.2
NC_000913.2,b3371,3499290,3500312,+,CDS,frlB;ECK3359;JW5700;yhfN;NP_417830.4
NC_000913.2,b4474,3500362,3501192,+,CDS,frlC;ECK3360;JW5699;yhfO;yhfP;YP_026213.1
NC_000913.2,b3374,3501189,3501974,+,CDS,frlD;ECK3361;JW3337;yhfQ;NP_417833.1
NC_000913.2,b3375,3502074,3502805,+,CDS,frlR;ECK3362;JW5698;yhfR;NP_417834.6
NC_000913.2,b3376,3502957,3504042,-,CDS,yhfS;ECK3363;JW3339;NP_417835.1
NC_000913.2,b3377,3504054,3505358,-,CDS,yhfT;ECK3364;JW3340;NP_417836.1
NC_000913.2,b3378,3505370,3505723,-,CDS,yhfU;ECK3365;JW5697;NP_417837.2
NC_000913.2,b3379,3505734,3506612,-,CDS,php;ECK3366;JW3342;yhfV;NP_417838.1
NC_000913.2,b3380,3506609,3507835,-,CDS,yhfW;ECK3367;JW3343;NP_417839.1
NC_000913.2,b3381,3507835,3508998,-,CDS,yhfX;ECK3368;JW3344;NP_417840.1
NC_000913.2,b3382,3509082,3509444,-,CDS,yhfY;ECK3369;JW5696;NP_417841.2
NC_000913.2,b3383,3509461,3510366,-,CDS,yhfZ;ECK3370;JW5948;YP_026214.1
NC_000913.2,b3384,3510656,3511660,-,CDS,trpS;ECK3371;JW3347;NP_417843.1
NC_000913.2,b3385,3511653,3512411,-,CDS,gph;ECK3372;JW3348;yhfE;NP_417844.1
NC_000913.2,b3386,3512404,3513081,-,CDS,rpe;dod;ECK3373;JW3349;yhfD;NP_417845.1
NC_000913.2,b3387,3513099,3513935,-,CDS,dam;ECK3374;JW3350;NP_417846.1
NC_000913.2,b3388,3514042,3515328,-,CDS,damX;ECK3375;JW3351;yhfB;NP_417847.1
NC_000913.2,b3389,3515420,3516508,-,CDS,aroB;ECK3376;JW3352;NP_417848.1
NC_000913.2,b3390,3516565,3517086,-,CDS,aroK;ECK3377;JW5947;YP_026215.2
NC_000913.2,b3391,3517487,3518725,-,CDS,hofQ;ECK3378;hopQ;JW3354;NP_417850.1
NC_000913.2,b3392,3518637,3519041,-,CDS,hofP;ECK3379;JW5694;yrfA;NP_417851.4
NC_000913.2,b3393,3519031,3519471,-,CDS,hofO;ECK3380;JW3356;yrfB;NP_417852.1
NC_000913.2,b3394,3519455,3519994,-,CDS,hofN;ECK3381;JW3357;yrfC;NP_417853.1
NC_000913.2,b3395,3519994,3520773,-,CDS,hofM;ECK3382;JW5693;yrfD;NP_417854.4
NC_000913.2,b3396,3520893,3523445,+,CDS,mrcA;ECK3383;JW3359;ponA;NP_417855.4
NC_000913.2,b3397,3523611,3524171,-,CDS,nudE;ECK3384;JW3360;yrfE;NP_417856.1
NC_000913.2,b3398,3524491,3526626,+,CDS,yrfF;ECK3385;igaA;JW3361;mucM;umoB;NP_417857.1
NC_000913.2,b3399,3526691,3527359,+,CDS,yrfG;ECK3386;JW5865;NP_417858.4
NC_000913.2,b3400,3527370,3527771,+,CDS,hslR;ECK3387;JW3363;yrfH;NP_417859.1
NC_000913.2,b3401,3527796,3528674,+,CDS,hslO;ECK3388;JW5692;yrfI;NP_417860.2
NC_000913.2,b3402,3528737,3530461,-,CDS,yhgE;ECK3389;JW3365;NP_417861.1
NC_000913.2,b3403,3530840,3532462,+,CDS,pck;ECK3390;JW3366;pckA;NP_417862.1
NC_000913.2,b3404,3532538,3533890,-,CDS,envZ;cpr;ECK3391;JW3367;ompB;perA;tpo;NP_417863.1
NC_000913.2,b3405,3533887,3534606,-,CDS,ompR;ECK3392;JW3368;kmt;ompB;NP_417864.1
NC_000913.2,b3406,3534834,3535310,+,CDS,greB;ECK3393;JW3369;YP_026216.2
NC_000913.2,b3407,3535407,3537728,+,CDS,yhgF;ECK3394;JW3370;tex;NP_417866.4
NC_000913.2,b3408,3538185,3538412,+,CDS,feoA;ECK3395;JW3371;NP_417867.1
NC_000913.2,b3409,3538429,3540750,+,CDS,feoB;ECK3396;JW3372;NP_417868.1
NC_000913.2,b3410,3540750,3540986,+,CDS,feoC;ECK3397;JW3373;yhgG;NP_417869.1
NC_000913.2,b3411,3541189,3542067,+,CDS,yhgA;ECK3398;JW3374;NP_417870.1
NC_000913.2,b3412,3542096,3542866,-,CDS,bioH;bioB;ECK3399;JW3375;NP_417871.1
NC_000913.2,b3413,3542904,3543587,+,CDS,gntX;ECK3400;JW5691;yhgH;NP_417872.2
NC_000913.2,b3414,3543646,3544221,+,CDS,nfuA;ECK3401;gntY;JW3377;yhgI;NP_417873.1
NC_000913.2,b3415,3544581,3545897,+,CDS,gntT;ECK3402;gntM;gntTalpha;JW5690;usgA;yhgC;YP_026217.1
NC_000913.2,b3416,3546008,3548092,-,CDS,malQ;ECK3403;JW3379;malA;NP_417875.1
NC_000913.2,b3417,3548102,3550495,-,CDS,malP;blu;ECK3404;JW5689;malA;YP_026218.1
NC_000913.2,b3418,3551107,3553812,+,CDS,malT;ECK3405;JW3381;malA;NP_417877.1
NC_000913.2,b4475,3553855,3554871,-,CDS,rtcA;ECK3406;JW5688;yhgJ;yhgK;YP_026219.1
NC_000913.2,b3421,3554875,3556101,-,CDS,rtcB;ECK3407;JW3384;yhgL;NP_417879.1
NC_000913.2,b3422,3556290,3557888,+,CDS,rtcR;ECK3408;JW3385;yhgB;NP_417880.1
NC_000913.2,b3423,3557870,3558628,-,CDS,glpR;ECK3409;JW3386;NP_417881.1
NC_000913.2,b3424,3558645,3559475,-,CDS,glpG;ECK3410;JW5687;YP_026220.1
NC_000913.2,b3425,3559520,3559846,-,CDS,glpE;ECK3411;JW3388;NP_417883.1
NC_000913.2,b3426,3560036,3561541,+,CDS,glpD;ECK3412;glyD;JW3389;NP_417884.1
NC_000913.2,b3428,3562157,3564604,-,CDS,glgP;ECK3414;glgY;JW3391;NP_417886.1
NC_000913.2,b3429,3564623,3566056,-,CDS,glgA;ECK3415;JW3392;NP_417887.1
NC_000913.2,b3430,3566056,3567351,-,CDS,glgC;ECK3416;JW3393;NP_417888.1
NC_000913.2,b3431,3567369,3569342,-,CDS,glgX;ECK3417;JW3394;NP_417889.1
NC_000913.2,b3432,3569339,3571525,-,CDS,glgB;ECK3418;JW3395;NP_417890.1
NC_000913.2,b3433,3571798,3572901,-,CDS,asd;dap;ECK3419;hom;JW3396;NP_417891.1
NC_000913.2,b3434,3573094,3573687,+,CDS,yhgN;ECK3420;JW3397;NP_417892.1
NC_000913.2,b4476,3573744,3575084,-,CDS,gntU;ECK3421;JW5686;YP_026221.1
NC_000913.2,b3437,3575088,3575615,-,CDS,gntK;ECK3422;JW3400;NP_417894.2
NC_000913.2,b3438,3575754,3576749,-,CDS,gntR;ECK3423;JW5946;YP_026222.1
NC_000913.2,b3439,3576973,3577668,-,CDS,yhhW;ECK3424;JW3402;NP_417896.1
NC_000913.2,b3440,3577791,3578828,-,CDS,yhhX;ECK3425;JW3403;NP_417897.1
NC_000913.2,b4451,3578950,3579039,-,antisense_RNA,ryhB;ECK3426;IS176;JWR0219;psrA18;sraI
NC_000913.2,b3441,3579161,3579649,+,CDS,yhhY;ECK3427;JW3405;NP_417898.1
NC_000913.2,b3442,3579886,3581064,+,CDS,yhhZ;ECK3428;JW3406;NP_417899.1
NC_000913.2,b3444,3581506,3581781,+,CDS,insA;ECK4556;NP_417901.1
NC_000913.2,b3445,3581700,3582203,+,CDS,insB1;ECK0022;NP_417902.1
NC_000913.2,b4612,3582427,3582582,+,CDS,yrhD;ECK4421;YP_001165327.1
NC_000913.2,b3446,3582782,3583066,+,CDS,yrhB;ECK3430;JW3411;NP_417903.1
NC_000913.2,b3447,3583104,3584846,-,CDS,ggt;ECK3431;JW3412;NP_417904.1
NC_000913.2,b3448,3584966,3585406,+,CDS,yhhA;ECK3432;JW3413;NP_417905.1
NC_000913.2,b3449,3585393,3586136,-,CDS,ugpQ;ECK3433;JW3414;NP_417906.1
NC_000913.2,b3450,3586133,3587203,-,CDS,ugpC;ECK3434;JW3415;NP_417907.2
NC_000913.2,b3451,3587205,3588050,-,CDS,ugpE;ECK3435;JW3416;NP_417908.1
NC_000913.2,b3452,3588047,3588934,-,CDS,ugpA;ECK3436;JW3417;psiB;psiC;NP_417909.1
NC_000913.2,b3453,3589032,3590348,-,CDS,ugpB;ECK3437;JW3418;psiB;psiC;NP_417910.1
NC_000913.2,b3454,3590747,3591460,-,CDS,livF;ECK3438;JW3419;NP_417911.4
NC_000913.2,b3455,3591462,3592229,-,CDS,livG;ECK3439;hrbB;hrbC;hrbD;JW3420;NP_417912.1
NC_000913.2,b3456,3592226,3593503,-,CDS,livM;ECK3440;JW3421;NP_417913.1
NC_000913.2,b3457,3593500,3594426,-,CDS,livH;ECK3441;hrbB;hrbC;hrbD;JW3422;NP_417914.1
NC_000913.2,b3458,3594474,3595583,-,CDS,livK;ECK3442;hrbB;hrbC;hrbD;JW3423;NP_417915.1
NC_000913.2,b3459,3596007,3596390,+,CDS,panM;ECK3443;JW3424;livL;panZ;yhhK;NP_417916.1
NC_000913.2,b3460,3596578,3597681,-,CDS,livJ;ECK3444;hrbB;hrbC;hrbD;JW3425;YP_026223.1
NC_000913.2,b3461,3597952,3598806,-,CDS,rpoH;ECK3445;fam;hin;htpR;JW3426;NP_417918.1
NC_000913.2,b3462,3599051,3600109,-,CDS,ftsX;ECK3446;ftsS;JW3427;NP_417919.1
NC_000913.2,b3463,3600102,3600770,-,CDS,ftsE;ECK3447;JW3428;NP_417920.1
NC_000913.2,b3464,3600773,3602266,-,CDS,ftsY;ECK3448;JW3429;NP_417921.1
NC_000913.2,b3465,3602416,3603012,+,CDS,rsmD;ECK3449;JW3430;yhhF;NP_417922.1
NC_000913.2,b3466,3603002,3603271,+,CDS,yhhL;ECK3450;JW5683;NP_417923.1
NC_000913.2,b3467,3603274,3603633,-,CDS,yhhM;ECK3451;JW3432;NP_417924.1
NC_000913.2,b3468,3603774,3604400,+,CDS,yhhN;ECK3452;JW3433;NP_417925.1
NC_000913.2,b3469,3604474,3606672,+,CDS,zntA;ECK3453;JW3434;yhhO;NP_417926.1
NC_000913.2,b3470,3606774,3607019,-,CDS,tusA;ECK3454;JW3435;sirA;yhhP;NP_417927.1
NC_000913.2,b3471,3607240,3607905,+,CDS,yhhQ;ECK3455;JW3436;NP_417928.1
NC_000913.2,b3472,3607978,3608535,+,CDS,dcrB;ECK3456;JW5682;yhhR;NP_417929.4
NC_000913.2,b3473,3608539,3609756,-,CDS,yhhS;ECK3457;JW5945;NP_417930.2
NC_000913.2,b3474,3609888,3610937,+,CDS,yhhT;ECK3458;JW5680;NP_417931.4
NC_000913.2,b3475,3610992,3611579,+,CDS,acpT;ECK3459;JW3440;yhhU;NP_417932.1
NC_000913.2,b3476,3611690,3613264,+,CDS,nikA;ECK3460;hydC;hydD;JW3441;NP_417933.1
NC_000913.2,b3477,3613264,3614208,+,CDS,nikB;ECK3461;hydC;hydD;JW3442;NP_417934.1
NC_000913.2,b3478,3614205,3615038,+,CDS,nikC;ECK3462;hydC;hydD;JW3443;NP_417935.1
NC_000913.2,b3479,3615038,3615802,+,CDS,nikD;ECK3463;hydC;hydD;JW3444;NP_417936.1
NC_000913.2,b3480,3615799,3616605,+,CDS,nikE;ECK3464;hydC;hydD;JW3445;NP_417937.1
NC_000913.2,b3481,3616611,3617012,+,CDS,nikR;ECK3465;JW3446;yhhG;NP_417938.1
NC_000913.2,b3482,3617215,3621450,+,CDS,rhsB;ECK3466;JW5679;YP_026224.1
NC_000913.2,b3483,3621422,3621805,+,CDS,yhhH;ECK3467;JW3449;NP_417940.2
NC_000913.2,b3484,3622401,3623537,+,CDS,yhhI;ECK3469;JW3451;NP_417941.1
NC_000913.2,b3485,3623702,3624826,-,CDS,yhhJ;ECK3470;JW5677;NP_417942.6
NC_000913.2,b3486,3624826,3627561,-,CDS,rbbA;ECK3471;JW5676;yhiG;yhiH;YP_026225.1
NC_000913.2,b3487,3627558,3628625,-,CDS,yhiI;ECK3472;JW3454;NP_417944.1
NC_000913.2,b3488,3628991,3630613,-,CDS,yhiJ;ECK3473;JW3455;NP_417945.1
NC_000913.2,b3491,3632864,3633916,+,CDS,yhiM;ECK3476;JW5944;NP_417948.4
NC_000913.2,b3492,3634231,3635433,-,CDS,yhiN;ECK3477;JW3459;NP_417949.1
NC_000913.2,b3493,3635665,3637164,+,CDS,pitA;ECK3478;JW3460;pit;NP_417950.1
NC_000913.2,b3494,3637408,3637743,-,CDS,uspB;ECK3479;JW3461;yhiO;NP_417951.1
NC_000913.2,b3495,3638134,3638568,+,CDS,uspA;ECK3480;JW3462;NP_417952.1
NC_000913.2,b3496,3638885,3640354,+,CDS,dtpB;ECK3481;JW3463;yhiP;NP_417953.1
NC_000913.2,b3497,3640403,3641155,-,CDS,rsmJ;ECK3482;JW5672;yhiQ;NP_417954.1
NC_000913.2,b3498,3641163,3643205,-,CDS,prlC;ECK3483;JW3465;opdA;NP_417955.1
NC_000913.2,b3499,3643408,3644250,+,CDS,rlmJ;ECK3484;JW3466;yhiR;NP_417956.1
NC_000913.2,b3500,3644322,3645674,+,CDS,gor;ECK3485;gorA;JW3467;NP_417957.1
NC_000913.2,b4613,3645728,3645856,-,CDS,dinQ;ECK4422;YP_001165328.1
NC_000913.2,b3501,3646551,3646904,+,CDS,arsR;arsE;ECK3486;JW3468;NP_417958.1
NC_000913.2,b3502,3646958,3648247,+,CDS,arsB;arsF;ECK3487;JW3469;NP_417959.4
NC_000913.2,b3503,3648260,3648685,+,CDS,arsC;arsG;ECK3488;JW3470;NP_417960.1
NC_000913.2,b3505,3650205,3651221,-,CDS,insH1;ECK0261;NP_417962.1
NC_000913.2,b3506,3651984,3652550,+,CDS,slp;ECK3490;JW3474;NP_417963.4
NC_000913.2,b3507,3652706,3653236,+,CDS,dctR;ECK3491;JW3475;yhiF;NP_417964.1
NC_000913.2,b3508,3653278,3653925,-,CDS,yhiD;ECK3492;JW5670;yhhE;NP_417965.1
NC_000913.2,b3509,3653989,3654315,-,CDS,hdeB;ECK3493;JW5669;yhhD;yhiC;NP_417966.4
NC_000913.2,b3510,3654431,3654763,-,CDS,hdeA;ECK3494;JW3478;yhhC;yhiB;NP_417967.1
NC_000913.2,b3511,3655018,3655590,+,CDS,hdeD;ECK3495;JW3479;yhiA;NP_417968.1
NC_000913.2,b4704,3656009,3656077,-,antisense_RNA,arrS;ECK4516
NC_000913.2,b3512,3656389,3656916,+,CDS,gadE;ECK3496;JW3480;yhiE;yhiT;NP_417969.1
NC_000913.2,b3513,3657255,3658412,+,CDS,mdtE;ECK3497;JW3481;yhiU;NP_417970.1
NC_000913.2,b3514,3658437,3661550,+,CDS,mdtF;ECK3498;JW3482;yhiV;NP_417971.1
NC_000913.2,b3515,3661913,3662641,-,CDS,gadW;ECK3499;JW3483;yhiW;NP_417972.1
NC_000913.2,b4452,3662887,3662991,+,antisense_RNA,gadY;ECK3500;IS183;JWR0255
NC_000913.2,b3516,3663009,3663833,-,CDS,gadX;ECK3501;JW3484;yhiX;NP_417973.1
NC_000913.2,b3517,3664203,3665603,-,CDS,gadA;ECK3502;gadS;JW3485;NP_417974.1
NC_000913.2,b3518,3665814,3667211,-,CDS,yhjA;ECK3503;JW3486;NP_417975.1
NC_000913.2,b3519,3667615,3669264,+,CDS,treF;ECK3504;JW3487;NP_417976.1
NC_000913.2,b3520,3669315,3669917,-,CDS,yhjB;ECK3505;JW3488;NP_417977.1
NC_000913.2,b3521,3670437,3671336,+,CDS,yhjC;ECK3506;JW3489;NP_417978.2
NC_000913.2,b3522,3671385,3672398,+,CDS,yhjD;ECK3507;JW3490;NP_417979.1
NC_000913.2,b3523,3672809,3674131,+,CDS,yhjE;ECK3508;JW3491;NP_417980.1
NC_000913.2,b3524,3674313,3676373,-,CDS,yhjG;ECK3509;JW3492;yhjF;NP_417981.2
NC_000913.2,b3525,3676443,3677210,-,CDS,yhjH;ECK3510;JW3493;NP_417982.2
NC_000913.2,b3526,3677442,3678371,+,CDS,kdgK;ECK3511;JW5668;yhjI;NP_417983.2
NC_000913.2,b3527,3678467,3679963,-,CDS,yhjJ;ECK3512;JW3495;NP_417984.1
NC_000913.2,b3528,3680184,3681470,-,CDS,dctA;ECK3513;JW3496;out;NP_417985.1
NC_000913.2,b3529,3681653,3683641,-,CDS,yhjK;ECK3514;JW5943;NP_417986.4
NC_000913.2,b3530,3683723,3687196,-,CDS,bcsC;ECK3515;JW5942;yhjL;YP_026226.4
NC_000913.2,b3531,3687178,3688284,-,CDS,bcsZ;bcsC;ECK3516;JW3499;yhjM;NP_417988.1
NC_000913.2,b3532,3688291,3690630,-,CDS,bcsB;ECK3517;JW3500;yhjN;NP_417989.1
NC_000913.2,b3533,3690641,3693259,-,CDS,bcsA;ECK3518;JW5665;yhjO;yhjP;NP_417990.4
NC_000913.2,b3535,3694020,3694208,-,CDS,yhjR;ECK3520;JW3503;NP_417992.1
NC_000913.2,b3536,3694481,3696052,+,CDS,bcsE;ECK3521;JW3504;yhjS;NP_417993.1
NC_000913.2,b3537,3696049,3696240,+,CDS,bcsF;ECK3522;JW5663;yhjT;NP_417994.2
NC_000913.2,b3538,3696237,3697916,+,CDS,bcsG;ECK3523;JW3506;yhjU;NP_417995.1
NC_000913.2,b4453,3698003,3698110,-,CDS,ldrD;ECK3524;JW5966;YP_026227.1
NC_000913.2,b4454,3698159,3698224,+,antisense_RNA,rdlD;ECK3525;JWR0256
NC_000913.2,b3539,3698586,3699857,+,CDS,yhjV;ECK3526;JW3508;NP_417996.1
NC_000913.2,b3540,3699887,3700891,-,CDS,dppF;ECK3527;JW3509;NP_417997.1
NC_000913.2,b3541,3700888,3701871,-,CDS,dppD;ECK3528;JW3510;NP_417998.1
NC_000913.2,b3542,3701882,3702784,-,CDS,dppC;ECK3529;JW3511;NP_417999.1
NC_000913.2,b3543,3702794,3703813,-,CDS,dppB;ECK3530;JW3512;NP_418000.1
NC_000913.2,b3544,3704121,3705728,-,CDS,dppA;alu;dpp;ECK3531;fpp;JW3513;NP_418001.1
NC_000913.2,b3545,3706639,3706715,-,tRNA,proK;ECK3532;JWR0080;proV
NC_000913.2,b3546,3706807,3708498,-,CDS,eptB;ECK3533;JW5660;pagC;yhjW;NP_418002.2
