locus_tag,mutation_density,mutation_count,start,middle,end,avg_length,strand,type,gc_content,cpg_excess,asymmetry,binary_asymmetry,distance_from_oric,relative_distance_from_oric,relative_distance_oscillating_triangle,relative_distance_oscillating_cosine,essentiality_pec,binary_pec,essentiality_gerdes,binary_gerdes,transcript,protein_abundance_pax,protein_abundance_lb,gene_names
b4068,0,0,4284899,4285056.5,4285213,315,-,CDS,0.492063492,1.26,lagging,0,359196.5,0.154770974,0.309541948,0.467293818,NE,0,NE,0,4.602845,88.1,0,yjcH;ECK4061;NP_418492.1
b4069,0.000510465,1,4285413,4286392.5,4287371,1959,-,CDS,0.568657478,1.220229854,lagging,0,360532.5,0.155346631,0.310693262,0.468891934,NE,0,NE,0,13.9349855,991,1082,acs;acsA;ECK4062;yfaC;NP_418493.1
b4070,0,0,4287764,4288482.5,4289200,1437,+,CDS,0.522616562,1.151638298,leading,1,362622.5,0.156247172,0.312494345,0.471388902,NE,0,NE,0,2.549035,30,0,nrfA;ECK4063;NP_418494.1
b4071,0.001763668,1,4289245,4289528.5,4289811,567,+,CDS,0.53968254,1.090384615,leading,1,363668.5,0.156697874,0.313395748,0.472637166,NE,0,NE,0,2.1464625,11.2,0,nrfB;ECK4064;yjcI;NP_418495.2
b4072,0.001488095,1,4289808,4290144,4290479,672,+,CDS,0.578869048,1.318345705,leading,1,364284,0.156963081,0.313926162,0.473371242,NE,0,NE,0,0.8562705,9.28,0,nrfC;ECK4065;yjcJ;NP_418496.1
b4073,0,0,4290476,4290954.5,4291432,957,+,CDS,0.575757576,0.998234775,leading,1,365094.5,0.15731231,0.314624621,0.474337383,NE,0,NE,0,1.315506,5.9,0,nrfD;ECK4066;yjcK;NP_418497.1
b4074,0,0,4291512,4292341.5,4293170,1659,+,CDS,0.57323689,1.089944938,leading,1,366481.5,0.157909942,0.315819885,0.475989405,NE,0,NE,0,1.4495,0.262,0,nrfE;ECK4067;yjcL;NP_418498.1
b4075,0.002604167,1,4293163,4293355,4293546,384,+,CDS,0.5234375,1.033905066,leading,1,367495,0.15834664,0.316693281,0.477195499,NE,0,NE,0,1.687988,1.00E-07,0,nrfF;ECK4068;yjcM;NP_418499.1
b4076,0,0,4293543,4293841.5,4294139,597,+,CDS,0.51758794,1.176083494,leading,1,367981.5,0.158556264,0.317112528,0.477774129,NE,0,NE,0,1.963293,1.00E-07,0,nrfG;aidC;ECK4069;yjcN;NP_418500.1
b4077,0.00304414,4,4294481,4295138,4295794,1314,+,CDS,0.532724505,1.057181248,leading,1,369278,0.159114901,0.318229803,0.479315139,NE,0,NE,0,27.219959,9.57,13,gltP;ECK4070;NP_418501.1
b4078,0,0,4296436,4296781,4297125,690,-,CDS,0.497101449,1.114203257,lagging,0,370921,0.159822839,0.319645678,0.481265875,NE,0,NE,0,27.7533255,0.624,16,yjcO;ECK4071;NP_418502.1
b4079,0.000931099,2,4297219,4298293,4299366,2148,-,CDS,0.543761639,1.331535343,lagging,0,372433,0.160474331,0.320948662,0.483058972,NE,0,NE,0,9.298803,6.33,0,fdhF;chlF;ECK4072;NP_418503.1
b4080,0.002726653,4,4299564,4300297.5,4301030,1467,-,CDS,0.557600545,1.175389399,lagging,0,374437.5,0.161338032,0.322676064,0.485433008,NE,0,NE,0,0.62865,1.81,0,mdtP;ECK4073;sdsP;yjcP;NP_418504.1
b4081,0.000974659,2,4301027,4302053,4303078,2052,-,CDS,0.545321637,1.114511914,lagging,0,376193,0.162094444,0.324188888,0.487509205,NE,0,NE,0,1.4305485,0.688,0,mdtO;ECK4074;sdsQ;yjcQ;NP_418505.2
b4082,0,0,4303078,4303594,4304109,1032,-,CDS,0.559108527,1.301996972,lagging,0,377734,0.162758432,0.325516863,0.489329449,NE,0,NE,0,1.2594155,0.099,0,mdtN;ECK4075;sdsR;yjcR;NP_418506.1
b4622,0,0,4304128,4304266,4304403,276,-,CDS,0.474637681,1.046941679,lagging,0,378406,0.163047984,0.326095968,0.490122555,NE,0,NE,0,0,1.04,0,ytcA;ECK4430;YP_001165334.1
b4083,0.000503525,1,4304612,4305605,4306597,1986,-,CDS,0.529204431,1.237168065,lagging,0,379745,0.163624934,0.327249867,0.491701657,NE,0,NE,0,0.28106,0.029,0,yjcS;ECK4076;NP_418507.2
b4084,0,0,4306870,4307335,4307799,930,-,CDS,0.549462366,1.139915426,lagging,0,381475,0.164370358,0.328740716,0.493739478,NE,0,NE,0,5.3854855,1.4,0,alsK;ECK4077;yjcT;NP_418508.1
b4085,0,0,4307783,4308131,4308478,696,-,CDS,0.49137931,1.118703191,lagging,0,382271,0.164713339,0.329426678,0.494676203,NE,0,NE,0,3.4502095,0.929,5,alsE;ECK4078;yjcU;NP_418509.1
b4086,0,0,4308489,4308979.5,4309469,981,-,CDS,0.524974516,1.154222102,lagging,0,383119.5,0.165078942,0.330157883,0.495674076,NE,0,NE,0,2.6802125,1.29,0,alsC;ECK4079;yjcV;NP_418510.1
b4087,0.000652316,1,4309448,4310214.5,4310980,1533,-,CDS,0.479452055,1.346398321,lagging,0,384354.5,0.16561108,0.33122216,0.497125322,NE,0,NE,0,1.2370915,8.7,0,alsA;ECK4080;yjcW;NP_418511.1
b4088,0,0,4311107,4311575,4312042,936,-,CDS,0.485042735,1.203436386,lagging,0,385715,0.166197294,0.332394587,0.498722434,NE,0,NE,0,2.6158115,31,178,alsB;ECK4081;yjcX;NP_418512.1
b4089,0,0,4312101,4312546.5,4312991,891,-,CDS,0.474747475,1.060666637,lagging,0,386686.5,0.166615895,0.333231789,0.499861858,NE,0,NE,0,17.422867,9.53,0,alsR;ECK4082;rpiR;yjcY;NP_418513.4
b4090,0,0,4313350,4313575,4313799,450,+,CDS,0.502222222,1.408102767,leading,1,387715,0.167059056,0.334118111,0.501067192,NE,0,NE,0,4.934152,89.4,23,rpiB;alsI;ECK4083;yjcA;NP_418514.1
b4487,0,0,4313868,4314033,4314197,330,+,CDS,0.560606061,1.354679803,leading,1,388173,0.167256399,0.334512798,0.501603626,NE,0,NE,0,12.995577,172,0,yjdP;ECK4084;YP_026281.1
b4092,0,0,4314344,4314723.5,4315102,759,-,CDS,0.592885375,1.127138444,lagging,0,388863.5,0.167553923,0.335107845,0.502412011,NE,0,NE,0,9.2157045,3.09,0,phnP;ECK4085;NP_418516.1
b4093,0,0,4315104,4315321.5,4315538,435,-,CDS,0.579310345,1.28852335,lagging,0,389461.5,0.167811589,0.335623179,0.503111749,NE,0,NE,0,12.3328645,3.73,0,phnO;ECK4086;NP_418517.1
b4094,0,0,4315525,4315804,4316082,558,-,CDS,0.602150538,1.186392629,lagging,0,389944,0.16801949,0.336038979,0.503676097,NE,0,NE,0,3.279942,11.5,0,phnN;ECK4087;NP_418518.1
b4095,0.002638522,3,4316082,4316650.5,4317218,1137,-,CDS,0.613016711,1.235950985,lagging,0,390790.5,0.16838423,0.336768461,0.504665673,NE,0,NE,0,0.916177,3.25,0,phnM;ECK4088;NP_418519.1
b4096,0,0,4317215,4317555.5,4317895,681,-,CDS,0.6020558,1.281526695,lagging,0,391695.5,0.168774178,0.337548356,0.505722903,NE,0,NE,0,5.112959,1.56,0,phnL;ECK4089;NP_418520.1
b4097,0,0,4318006,4318385.5,4318764,759,-,CDS,0.613965744,1.111871384,lagging,0,392525.5,0.169131809,0.338263618,0.506691849,NE,0,NE,0,1.0566445,23.1,0,phnK;ECK4090;YP_026282.1
b4098,0.002364066,2,4318761,4319184,4319606,846,-,CDS,0.582742317,1.379075282,lagging,0,393324,0.169475868,0.338951735,0.50762342,NE,0,NE,0,0.422495,9.37,0,phnJ;ECK4091;NP_418522.1
b4099,0,0,4319599,4320131.5,4320663,1065,-,CDS,0.62629108,1.283340228,lagging,0,394271.5,0.169884127,0.339768255,0.508728051,NE,0,NE,0,0,1.00E-07,0,phnI;ECK4092;NP_418523.1
b4100,0.001709402,1,4320663,4320955.5,4321247,585,-,CDS,0.608547009,1.167664671,lagging,0,395095.5,0.170239173,0.340478347,0.509688021,NE,0,NE,0,0.631484,1.00E-07,0,phnH;ECK4093;NP_418524.1
b4101,0,0,4321244,4321470.5,4321696,453,-,CDS,0.626931567,1.261148397,lagging,0,395610.5,0.170461077,0.340922154,0.510287681,NE,0,NE,0,0.335902,1.28,0,phnG;ECK4094;NP_418525.1
b4102,0.00137741,1,4321697,4322060,4322422,726,-,CDS,0.6184573,1.207720367,lagging,0,396200,0.170715082,0.341430163,0.510973782,NE,0,NE,0,0.17275,0.103,0,phnF;ECK4095;NP_418526.1
b4105,0.001966568,2,4323336,4323844.5,4324352,1017,-,CDS,0.554572271,1.125523486,lagging,0,397984.5,0.171483989,0.342967978,0.513048725,NE,0,NE,0,0.211889,8.15,0,phnD;ECK4098;phn;psiD;NP_418529.1
b4106,0.001267427,1,4324377,4324771.5,4325165,789,-,CDS,0.585551331,1.231769021,lagging,0,398911.5,0.171883416,0.343766831,0.514125421,NE,0,NE,0,0,0.427,0,phnC;ECK4099;NP_418530.1
b4107,0,0,4325298,4325520,4325741,444,-,CDS,0.515765766,1.323853211,lagging,0,399660,0.17220593,0.34441186,0.514994202,NE,0,NE,0,11.21978,193,0,yjdN;ECK4100;phnB;NP_418531.1
b4108,0,0,4326399,4326567,4326734,336,-,CDS,0.464285714,1.160526316,lagging,0,400707,0.172657063,0.345314125,0.516208563,NE,0,NE,0,52.061018,466,227,yjdM;ECK4101;phnA;NP_418532.1
b4109,0.002243158,5,4327135,4328249.5,4329363,2229,+,CDS,0.514580529,1.208527514,leading,1,402389.5,0.17338202,0.34676404,0.518157834,NE,0,NE,0,4.0229335,2.36,0,rdcA;crfC;ECK4102;yjdA;NP_418533.1
b4110,0.001137656,1,4329360,4329799.5,4330238,879,+,CDS,0.568828214,0.991475854,leading,1,403939.5,0.174049886,0.348099771,0.519951219,NE,0,NE,0,3.5481735,84.5,197,rdcB;ECK4103;yjcZ;NP_418534.4
b4111,0,0,4330502,4331253.5,4332004,1503,+,CDS,0.504324684,1.205614973,leading,1,405393.5,0.174676387,0.349352774,0.521631449,NE,0,NE,0,109.96896,115,198,proP;ECK4104;NP_418535.1
b4112,0,0,4332181,4332727,4333272,1092,-,CDS,0.542124542,1.110783473,lagging,0,406867,0.17531129,0.35062258,0.523332151,NE,0,NE,0,14.985627,5.21,0,basS;dgkR;ECK4105;pmrB;NP_418536.1
b4113,0,0,4333282,4333616.5,4333950,669,-,CDS,0.532137519,1.164988602,lagging,0,407756.5,0.175694559,0.351389117,0.524357798,NE,0,NE,0,22.789731,71.7,0,basR;ECK4106;pmrA;NP_418537.1
b4114,0,0,4333947,4334769,4335590,1644,-,CDS,0.494525547,1.06590237,lagging,0,408909,0.176191149,0.352382298,0.525685568,NE,0,NE,0,3.643316,2.38,0,eptA;ECK4107;yjdB;NP_418538.2
b4115,0.005231689,7,4335694,4336363,4337031,1338,-,CDS,0.537369208,0.983838759,lagging,0,410503,0.176877974,0.353755947,0.527519872,NE,0,NE,0,2.6665745,1.00E-07,0,adiC;ECK4108;yjdD;yjdE;NP_418539.1
b4116,0,0,4337168,4337549,4337929,762,-,CDS,0.413385827,1.230818931,lagging,0,411689,0.177388999,0.354777997,0.528883075,NE,0,NE,0,3.047644,0.032,0,adiY;ECK4109;NP_418540.1
b4117,0.000881834,2,4338254,4339388,4340521,2268,-,CDS,0.526895944,1.120647737,lagging,0,413528,0.178181389,0.356362778,0.530994147,NE,0,NE,0,3.7386715,4.83,0,adiA;adi;ECK4110;NP_418541.2
b4118,0.00110011,1,4340720,4341174.5,4341628,909,-,CDS,0.502750275,1.170536229,lagging,0,415314.5,0.178951158,0.357902316,0.533041801,NE,0,NE,0,14.6112685,0.926,0,melR;ECK4111;NP_418542.1
b4119,0,0,4341911,4342589,4343266,1356,+,CDS,0.524336283,1.140092327,leading,1,416729,0.179560639,0.359121278,0.534660865,NE,0,NE,0,6.251218,42.3,9,melA;ECK4112;mel-7;NP_418543.1
b4120,0.000703235,1,4343369,4344080,4344790,1422,+,CDS,0.458509142,1.034572684,leading,1,418220,0.180203083,0.360406166,0.53636537,NE,0,NE,0,6.922156,1.22,0,melB;ECK4113;mel-4;NP_418544.2
b4121,0.001587302,1,4344929,4345244,4345558,630,-,CDS,0.549206349,1.159638554,lagging,0,419384,0.180704628,0.361409257,0.537694532,NE,0,NE,0,7.719121,1.00E-07,0,yjdF;ECK4114;NP_418545.1
b4122,0.000607165,1,4345680,4346503.5,4347326,1647,-,CDS,0.546448087,1.224407868,lagging,0,420643.5,0.181247323,0.362494646,0.53913124,NE,0,NE,0,3.9917675,163,0,fumB;ECK4115;NP_418546.1
b4123,0.000745712,1,4347404,4348074.5,4348744,1341,-,CDS,0.522744221,1.213723092,lagging,0,422214.5,0.181924237,0.363848475,0.540921079,NE,0,NE,0,2.4146255,13.2,0,dcuB;ECK4116;genF;NP_418547.1
b4124,0.001388889,1,4349315,4349675,4350034,720,-,CDS,0.493055556,1.194258373,lagging,0,423815,0.182613862,0.365227725,0.542742011,NE,0,NE,0,21.771591,5.17,30,dcuR;ECK4117;yjdG;NP_418548.1
b4125,0.00245098,4,4350031,4350847,4351662,1632,-,CDS,0.499387255,1.232256116,lagging,0,424987,0.183118855,0.36623771,0.544073812,NE,0,NE,0,13.7750665,0.884,0,dcuS;ECK4118;yjdH;NP_418549.1
b4126,0,0,4351843,4351958.5,4352073,231,+,CDS,0.489177489,1.613333333,leading,1,426098.5,0.183597779,0.367195559,0.545335599,NE,0,NE,0,24.4172505,6.86,0,yjdI;ECK4119;NP_418550.1
b4127,0.003663004,1,4352085,4352221.5,4352357,273,+,CDS,0.41025641,1.629850746,leading,1,426361.5,0.183711101,0.367422202,0.545633979,NE,0,NE,0,33.060213,58.9,0,yjdJ;ECK4120;NP_418551.1
b4128,0,0,4352584,4352732.5,4352880,297,+,CDS,0.35016835,0.988535503,leading,1,426872.5,0.183931281,0.367862563,0.546213523,NE,0,NE,0,2.1519535,1.53,0,ghoS;ECK4121;yjdK;NP_418552.1
b4559,0,0,4352908,4352995,4353081,174,+,CDS,0.350574713,0.375,leading,1,427135,0.184044388,0.368088775,0.546511133,NE,0,NE,0,2.0014135,1.00E-07,0,ghoT;ECK4122;yjdO;YP_588474.1
b4129,0.000658762,1,4353200,4353959,4354717,1518,-,CDS,0.4743083,1.210170279,lagging,0,428099,0.184459757,0.368919514,0.547603476,NE,0,NE,0,62.181595,518,0,lysU;ECK4123;NP_418553.1
b4130,0,0,4354954,4355683,4356411,1458,-,CDS,0.510973937,1.032294421,lagging,0,429823,0.185202596,0.370405192,0.549554676,NE,0,NE,0,3.6967525,1.00E-07,0,dtpC;ECK4124;yjdL;NP_418554.1
b4131,0.000465549,1,4356470,4357544,4358617,2148,-,CDS,0.475791434,1.14428284,lagging,0,431684,0.186004466,0.372008931,0.551657572,NE,0,NE,0,2.0607725,40.6,0,cadA;ECK4125;ldcI;NP_418555.1
b4132,0.000749064,1,4358697,4359364.5,4360031,1335,-,CDS,0.494382022,0.871738511,lagging,0,433504.5,0.186788885,0.373577769,0.553711316,NE,0,NE,0,0.7508065,0.044,0,cadB;ECK4126;NP_418556.1
b4133,0,0,4360396,4361165.5,4361934,1539,-,CDS,0.419753086,0.944416212,lagging,0,435305.5,0.187564901,0.375129803,0.555739753,NE,0,NE,0,3.8007635,1.87,0,cadC;ECK4127;NP_418557.1
b4135,0,0,4362733,4363021,4363308,576,-,CDS,0.53125,1.034553541,lagging,0,437161,0.188364401,0.376728803,0.557826118,NE,0,NE,0,75.3604735,241,168,dicD;cutA3;ECK4129;yjdC;NP_418558.2
b4136,0.000588928,1,4363345,4364194,4365042,1698,-,CDS,0.544169611,1.066322992,lagging,0,438334,0.188869825,0.37773965,0.55914325,NE,0,NE,0,22.4142885,1.82,0,dsbD;cutA2;cycZ;dipZ;ECK4130;htrI;NP_418559.1
b4137,0,0,4365018,4365187.5,4365356,339,-,CDS,0.501474926,0.894583333,lagging,0,439327.5,0.189297905,0.37859581,0.560257724,NE,0,NE,0,37.421263,101,0,cutA;cutA1;ECK4131;NP_418560.1
b4138,0,0,4365472,4366123,4366773,1302,-,CDS,0.526113671,0.888767535,lagging,0,440263,0.189700994,0.379401989,0.561306209,NE,0,NE,0,104.52467,105,383,dcuA;ECK4132;genA;NP_418561.1
b4139,0,0,4366891,4367609.5,4368327,1437,-,CDS,0.491997216,1.000552221,lagging,0,441749.5,0.190341499,0.380682998,0.562970388,NE,0,NE,0,68.936733,1769,4007,aspA;ECK4133;NP_418562.4
b4140,0,0,4368664,4368902.5,4369140,477,+,CDS,0.473794549,1.171247525,leading,1,443042.5,0.190898628,0.381797257,0.564416086,NE,0,NE,0,26.378888,6.97,0,fxsA;ECK4134;yjeG;NP_418564.2
b4141,0.000795545,1,4369156,4369784.5,4370412,1257,-,CDS,0.522673031,1.021645709,lagging,0,443924.5,0.191278665,0.382557331,0.565401255,NE,0,NE,0,15.857334,0.035,0,yjeH;ECK4135;NP_418565.1
b4142,0.003401361,1,4370688,4370835,4370981,294,+,CDS,0.486394558,1.41686747,leading,1,444975,0.191731306,0.383462612,0.566573581,E,1,E,1,649.6372375,4841,31514,groS;ECK4136;groES;mopB;NP_418566.1
b4143,0.001214329,2,4371025,4371848.5,4372671,1647,+,CDS,0.528840316,1.086677521,leading,1,445988.5,0.192168004,0.384336008,0.567703531,E,1,E,1,714.004547,6886,55698,groL;ECK4137;groEL;mopA;NP_418567.1
b4144,0,0,4372809,4372986,4373162,354,+,CDS,0.553672316,1.060333761,leading,1,447126,0.192658131,0.385316262,0.568970455,NE,0,NE,0,157.02697,542,1190,yjeI;ECK4138;NP_418568.2
b4145,0,0,4373365,4373800,4374234,870,-,CDS,0.451724138,1.261980003,lagging,0,447940,0.193008868,0.386017737,0.569876244,NE,0,NE,0,8.7948415,3.69,0,yjeJ;ECK4139;NP_418569.1
b4146,0.000971817,1,4374629,4375143.5,4375657,1029,-,CDS,0.526724976,1.177521967,lagging,0,449283.5,0.193587757,0.387175514,0.571369726,NE,0,NE,0,35.3338965,3.96,62,epmB;ECK4140;yjeK;NP_418570.1
b4147,0,0,4375699,4375982.5,4376265,567,+,CDS,0.49382716,1.277027027,leading,1,450122.5,0.193949266,0.387898533,0.572301431,E,1,E,1,266.1479185,771,26804,efp;ECK4141;NP_418571.1
b4410,0,0,4376317,4376380,4376442,126,+,CDS,0.53968254,1.35,leading,1,450520,0.194120542,0.388241083,0.572742594,NE,0,NE,0,32.480278,4.67,0,ecnA;ECK4142;YP_026283.1
b4411,0,0,4376553,4376626.5,4376699,147,+,CDS,0.482993197,1.177884615,leading,1,450766.5,0.194226754,0.388453508,0.573016088,NE,0,NE,0,197.0840455,1021,2224,ecnB;ECK4143;yjeU;YP_026284.1
b4148,0,0,4376875,4377034,4377192,318,+,CDS,0.531446541,1.147186147,leading,1,451174,0.194402338,0.388804676,0.573468072,NE,0,NE,0,41.861969,1.00E-07,0,gdx;ECK4144;sugE;NP_418572.4
b4149,0,0,4377189,4377456,4377722,534,-,CDS,0.533707865,1.157780625,lagging,0,451596,0.19458417,0.389168339,0.573935956,NE,0,NE,0,35.4883175,41.4,0,blc;ECK4145;yjeL;NP_418573.1
b4150,0,0,4377811,4378378,4378944,1134,-,CDS,0.501763668,0.924753503,lagging,0,452518,0.194981442,0.389962884,0.574957551,NE,0,NE,0,8.8607105,6.55,16,ampC;ampA;ECK4146;NP_418574.1
b4151,0,0,4379007,4379187,4379366,360,-,CDS,0.544444444,1.096293185,lagging,0,453327,0.195330025,0.390660049,0.575853203,NE,0,NE,0,28.815917,7.39,0,frdD;ECK4147;NP_418575.1
b4152,0,0,4379377,4379575,4379772,396,-,CDS,0.492424242,1.042105263,lagging,0,453715,0.195497207,0.390994413,0.576282517,NE,0,NE,0,28.8071015,71.5,0,frdC;ECK4148;NP_418576.1
b4153,0.001360544,1,4379783,4380150.5,4380517,735,-,CDS,0.536054422,1.155392346,lagging,0,454290.5,0.195745179,0.391490357,0.576919002,NE,0,NE,0,32.000129,379,1009,frdB;ECK4149;NP_418577.1
b4154,0.001658375,3,4380510,4381414.5,4382318,1809,-,CDS,0.56384743,1.218819661,lagging,0,455554.5,0.196289812,0.392579625,0.578315718,NE,0,NE,0,40.0376145,325,417,frdA;ECK4150;NP_418578.1
b4155,0,0,4382643,4383132,4383620,978,+,CDS,0.526584867,1.112611109,leading,1,457272,0.197029851,0.394059701,0.580210836,NE,0,E,1,13.938491,12.9,66,epmA;ECK4151;genX;poxA;yjeA;NP_418579.2
b4156,0.001330672,2,4383839,4384590.5,4385341,1503,+,CDS,0.471057884,1.067747352,leading,1,458730.5,0.197658291,0.395316581,0.581817707,NE,0,NE,0,2.620005,1.00E-07,0,yjeM;ECK4152;NP_418580.2
b4157,0,0,4385393,4385550.5,4385707,315,+,CDS,0.501587302,1.286764706,leading,1,459690.5,0.198071936,0.396143873,0.58287413,NE,0,NE,0,4.1968425,1.00E-07,0,yjeN;ECK4153;NP_418581.1
b4158,0.003174603,1,4385704,4385861.5,4386018,315,+,CDS,0.479365079,1.296064401,leading,1,460001.5,0.19820594,0.396411881,0.583216155,NE,0,E,1,7.9673005,1.00E-07,0,yjeO;ECK4154;NP_418582.1
b4159,0.000601685,2,4386047,4387709,4389370,3324,-,CDS,0.55746089,1.170791103,lagging,0,461849,0.199001993,0.398003987,0.585245832,NE,0,NE,0,13.4964925,1.52,14,mscM;ECK4155;yjeP;NP_418583.1
b4160,0,0,4389392,4389876.5,4390360,969,-,CDS,0.534571723,1.142006803,lagging,0,464016.5,0.199935928,0.399871856,0.587622395,E,1,NE,0,86.02145,300,1295,psd;ECK4156;NP_418584.1
b4161,0,0,4390457,4390983.5,4391509,1053,-,CDS,0.539411206,1.306856966,lagging,0,465123.5,0.200412913,0.400825827,0.588834219,E,1,NE,0,91.4082375,92.2,315,rsgA;ECK4157;yjeQ;NP_418585.4
b4162,0,0,4391604,4391877,4392149,546,+,CDS,0.54029304,1.089668616,leading,1,466017,0.200797906,0.401595811,0.589811362,E,1,NE,0,60.965706,122,623,orn;ECK4158;yjeR;NP_418586.4
b4166,0,0,4392928,4393498,4394067,1140,-,CDS,0.526315789,1.255129617,lagging,0,467638,0.201496364,0.402992728,0.591581905,NE,0,NE,0,35.104408,0.71,0,queG;ECK4162;yjeS;NP_418587.1
b4167,0.002583979,4,4394066,4394840,4395613,1548,+,CDS,0.571059432,1.190375921,leading,1,468980,0.202074606,0.404149212,0.593045554,NE,0,NE,0,30.7615455,26.6,0,nnr;ECK4163;yjeF;NP_418588.1
b4168,0.002164502,1,4395585,4395816,4396046,462,+,CDS,0.523809524,1.015384615,leading,1,469956,0.202495146,0.404990292,0.594108797,E,1,E,1,36.022312,92.3,653,tsaE;ECK4164;yjeE;NP_418589.1
b4169,0,0,4396065,4396734,4397402,1338,+,CDS,0.550822123,1.371184641,leading,1,470874,0.202890695,0.40578139,0.595107909,NE,0,NE,0,36.9489785,3.77,6,amiB;ECK4165;yjeD;NP_418590.1
b4170,0,0,4397412,4398336,4399259,1848,+,CDS,0.562770563,1.196076691,leading,1,472476,0.203580966,0.407161933,0.596849256,NE,0,NE,0,41.5903875,9.66,2,mutL;ECK4166;NP_418591.1
b4171,0.001051525,1,4399252,4399727.5,4400202,951,+,CDS,0.534174553,1.187040811,leading,1,473867.5,0.204180537,0.408361075,0.598359516,NE,0,E,1,340.3114775,11.8,45,miaA;ECK4167;trpX;NP_418592.1
b4172,0.003236246,1,4400288,4400442.5,4400596,309,+,CDS,0.488673139,1.192631579,leading,1,474582.5,0.204488617,0.408977235,0.599134713,NE,0,E,1,696.327301,1548,2330,hfq;ECK4168;NP_418593.1
b4173,0.00078064,1,4400672,4401312.5,4401952,1281,+,CDS,0.538641686,1.25997151,leading,1,475452.5,0.204863484,0.409726968,0.600077203,NE,0,NE,0,189.6012495,97.5,374,hflX;ECK4169;hflA;hslX;NP_418594.1
b4174,0.000793651,1,4402038,4402668,4403297,1260,+,CDS,0.561904762,1.294517084,leading,1,476808,0.205447543,0.410895086,0.601543987,NE,0,NE,0,223.4597855,368,1563,hflK;ECK4170;hflA;hslY;NP_418595.1
b4175,0.00199005,2,4403300,4403802.5,4404304,1005,+,CDS,0.530348259,1.350118785,leading,1,477942.5,0.205936378,0.411872756,0.602770071,NE,0,NE,0,214.0954285,298,1263,hflC;ECK4171;hflA;NP_418596.1
b4176,0,0,4404386,4404485,4404583,198,+,CDS,0.48989899,1.081967213,leading,1,478625,0.206230454,0.412460908,0.603506981,NE,0,NE,0,9.521901,0.062,0,yjeT;ECK4172;NP_418597.1
b4177,0,0,4404687,4405336.5,4405985,1299,+,CDS,0.538876059,1.255380835,leading,1,479476.5,0.206597349,0.413194699,0.604425643,NE,0,NE,0,573.725464,2439,9529,purA;adeK;ECK4173;NP_418598.1
b4178,0,0,4406190,4406403,4406615,426,+,CDS,0.483568075,1.145491213,leading,1,480543,0.207056884,0.414113768,0.60557513,NE,0,NE,0,66.3628995,43.9,13,nsrR;ECK4174;yjeB;NP_418599.1
b4179,0.0004095,1,4406654,4407875,4409095,2442,+,CDS,0.552825553,1.32126515,leading,1,482015,0.207691141,0.415382282,0.607159595,NE,0,NE,0,97.2575,229,140,rnr;ECK4175;vacB;yjeC;NP_418600.4
b4180,0.00136612,1,4409275,4409641,4410006,732,+,CDS,0.56284153,1.350042561,leading,1,483781,0.208452077,0.416904154,0.609057342,NE,0,NE,0,46.3472845,97.2,532,rlmB;ECK4176;yjfH;NP_418601.1
b4181,0,0,4410133,4410334,4410534,402,+,CDS,0.385572139,1.274274274,leading,1,484474,0.208750678,0.417501355,0.609801091,NE,0,NE,0,0,1.00E-07,0,yjfI;ECK4177;NP_418602.1
b4182,0,0,4410553,4410902.5,4411251,699,+,CDS,0.513590844,1.292254183,leading,1,485042.5,0.208995633,0.417991267,0.610410822,NE,0,NE,0,0.9050975,3.99,0,yjfJ;ECK4178;NP_418603.1
b4183,0.001515152,1,4411302,4411632,4411961,660,+,CDS,0.474242424,1.250308871,leading,1,485772,0.209309961,0.418619922,0.6111927,NE,0,NE,0,0.577392,5.87,0,yjfK;ECK4179;NP_418604.1
b4184,0,0,4411979,4412178.5,4412377,399,+,CDS,0.436090226,1.215013902,leading,1,486318.5,0.209545438,0.419090875,0.611778049,NE,0,NE,0,0.2439855,1.00E-07,0,yjfL;ECK4180;NP_418605.1
b4185,0,0,4412387,4412706.5,4413025,639,+,CDS,0.489827856,1.549186391,leading,1,486846.5,0.209772943,0.419545886,0.612343264,NE,0,NE,0,0.527718,1.00E-07,0,yjfM;ECK4181;NP_418606.1
b4186,0.000859107,1,4413028,4413610,4414191,1164,+,CDS,0.529209622,1.237994959,leading,1,487750,0.210162244,0.420324488,0.61330972,NE,0,NE,0,1.487758,0.124,0,yjfC;ECK4182;NP_418607.1
b4187,0,0,4414275,4415088,4415900,1626,+,CDS,0.543050431,1.146202891,leading,1,489228,0.210799086,0.421598172,0.614888728,NE,0,NE,0,15.8965795,22.4,0,aidB;ECK4183;NP_418608.6
b4188,0,0,4416017,4416155,4416292,276,-,CDS,0.510869565,1.05768455,lagging,0,490295,0.211258836,0.422517673,0.616027119,NE,0,NE,0,29.631547,0.462,0,yjfN;ECK4184;NP_418609.4
b4189,0,0,4416441,4416606,4416770,330,-,CDS,0.487878788,1.287453184,lagging,0,490746,0.211453164,0.422906327,0.616507908,NE,0,NE,0,42.6313495,7.63,0,bsmA;ECK4185;yjfO;NP_418610.4
b4190,0,0,4416952,4417327,4417701,750,+,CDS,0.532,1.13099427,leading,1,491467,0.211763829,0.423527658,0.617276054,NE,0,NE,0,17.7980795,16,33,yjfP;ECK4186;NP_418611.1
