locus_tag,mutation_density,mutation_count,avg_length,start,end,strand,type,gc_content,cpg_excess,gene_names
b3764,0.0,0,339.0,3948086,3948424,+,CDS,0.4808259587020649,1.3822108124433705,maoP;ECK3757;yifE;NP_418213.1
b3765,0.0006574621959237344,1,1521.0,3948449,3949969,-,CDS,0.5088757396449705,1.0564404640259661,yifB;ECK3758;NP_418214.2
b3766,0.0,0,99.0,3950322,3950420,+,CDS,0.5353535353535354,0.8839285714285714,ilvL;ECK3759;NP_418215.1
b4669,0.0,0,51.0,3950507,3950557,+,CDS,0.37254901960784315,0.5666666666666667,ilvX;ECK4484;YP_002791259.1
b3769,0.003787878787878788,1,264.0,3952201,3952464,+,CDS,0.49242424242424243,1.3275862068965516,ilvM;ECK3761;NP_418217.1
b3770,0.002150537634408602,2,930.0,3952484,3953413,+,CDS,0.5494623655913978,1.1301685946345064,ilvE;ECK3762;YP_026247.1
b3771,0.0010804970286331713,2,1851.0,3953478,3955328,+,CDS,0.5634792004321988,1.2398039172389428,ilvD;ECK3763;YP_026248.1
b3772,0.0006472491909385113,1,1545.0,3955331,3956875,+,CDS,0.5877022653721683,1.3513644845280672,ilvA;ECK3764;ile;NP_418220.1
b3773,0.0,0,894.0,3956927,3957820,-,CDS,0.5760626398210291,1.2100556620129574,ilvY;ECK3765;NP_418221.1
b3774,0.0006775067750677507,1,1476.0,3957970,3959445,+,CDS,0.537940379403794,1.1903225806451612,ilvC;ECK3766;NP_418222.1
b3775,0.0,0,282.0,3959532,3959813,-,CDS,0.5177304964539007,0.9532394366197182,ppiC;ECK3767;parvA;NP_418223.1
b3778,0.0,0,2022.0,3960677,3962698,+,CDS,0.5346191889218596,1.1738589555745997,rep;dasC;ECK3770;mbrA;mmrA;YP_026251.1
b3779,0.0006734006734006734,1,1485.0,3962745,3964229,-,CDS,0.5367003367003367,1.116357962298479,gpp;ECK3771;gppA;YP_026252.1
b3780,0.0,0,1266.0,3964365,3965630,-,CDS,0.5252764612954186,1.2712223187147198,rhlB;ECK3772;mmrA;NP_418227.1
b3781,0.0,0,330.0,3965761,3966090,+,CDS,0.509090909090909,1.1733750533352298,trxA;dasC;ECK3773;fipA;tsnC;NP_418228.2
b3783,0.0015873015873015873,2,1260.0,3966417,3967676,+,CDS,0.5031746031746032,1.2288401253918495,rho;ECK3775;nitA;nusD;psu;psuA;rnsC;sbaA;sun;tsu;NP_418230.1
b3784,0.0,0,1104.0,3967916,3969019,+,CDS,0.4945652173913043,1.0079484425349086,wecA;ECK3776;rfe;NP_418231.1
b3785,0.0009551098376313276,1,1047.0,3969031,3970077,+,CDS,0.5272206303724928,1.1072481393842453,wzzE;ECK3777;wzz;yifC;NP_418232.2
b3786,0.0,0,1131.0,3970133,3971263,+,CDS,0.5260831122900088,1.1540816326530612,wecB;ECK3778;mnaA;nfrC;rffE;yifF;YP_026253.1
b3787,0.000791765637371338,1,1263.0,3971260,3972522,+,CDS,0.5376088677751386,1.2359849014399553,wecC;ECK3779;mnaB;rff;rffD;YP_026254.1
b3788,0.0009363295880149813,1,1068.0,3972522,3973589,+,CDS,0.5374531835205992,1.1975866902309709,rffG;ECK3780;rff;YP_026255.1
b3789,0.0,0,882.0,3973608,3974489,+,CDS,0.5510204081632653,1.1136363636363638,rffH;ECK3781;yifG;NP_418236.1
b3790,0.0,0,675.0,3974467,3975141,+,CDS,0.5555555555555556,1.2141674280493375,rffC;ECK3782;rff;wecD;yifH;YP_026256.2
b3791,0.0,0,1131.0,3975146,3976276,+,CDS,0.5437665782493368,1.2471266805208026,wecE;ECK3783;fcnA;rff;rffA;yifI;NP_418238.1
b3792,0.0007993605115907274,1,1251.0,3976278,3977528,+,CDS,0.5363709032773781,1.0709445921824343,wzxE;ECK3784;wzx;yifJ;NP_418239.1
b4481,0.000925925925925926,1,1080.0,3977525,3978604,+,CDS,0.5287037037037037,1.1593129997038791,wecF;b4404;b4405;ECK3785;rff;rffT;yifM;YP_026257.1
b3793,0.0,0,1353.0,3978601,3979953,+,CDS,0.5240206947524021,1.1526537046768262,wzyE;ECK3786;rffT;NP_418241.1
b3794,0.0,0,741.0,3979956,3980696,+,CDS,0.5317139001349528,1.2119158878504672,rffM;ECK3787;rff;wecG;NP_418242.1
b3795,0.0,0,1386.0,3980887,3982272,+,CDS,0.5346320346320347,1.1540638125414489,thrP;ECK3788;yifK;YP_026258.1
b3800,0.0008090614886731392,1,1236.0,3982958,3984193,+,CDS,0.5266990291262136,1.2553583293782629,aslB;atsB;ECK3793;gppB;YP_026259.1
b3801,0.0012077294685990338,2,1656.0,3984352,3986007,-,CDS,0.5320048309178744,1.1952487008166295,aslA;atsA;ECK3794;gppB;NP_418245.1
b3802,0.0,0,1197.0,3986686,3987882,-,CDS,0.5497076023391813,1.1881168831168831,hemY;ECK3796;NP_418246.1
b3803,0.0,0,1182.0,3987885,3989066,-,CDS,0.5338409475465313,1.044987843838534,hemX;ECK3797;NP_418247.1
b3804,0.0,0,741.0,3989088,3989828,-,CDS,0.5290148448043185,1.0631276901004303,hemD;ECK3798;NP_418248.1
b3805,0.0,0,942.0,3989825,3990766,-,CDS,0.5615711252653928,1.3629877943957365,hemC;ECK3799;popE;YP_026260.1
b3806,0.00039261876717707107,1,2547.0,3991153,3993699,+,CDS,0.519434628975265,1.1879012345679012,cyaA;cya;ECK3800;NP_418250.1
b3807,0.003115264797507788,1,321.0,3993739,3994059,-,CDS,0.5389408099688473,0.9942095340694856,cyaY;ECK3801;NP_418251.1
b4558,0.0,0,204.0,3994522,3994725,+,CDS,0.5245098039215687,1.302127659574468,lptM;ECK3803;yifL;YP_588473.1
b3809,0.0,0,825.0,3994762,3995586,+,CDS,0.5515151515151515,1.3721480843736549,dapF;ECK3804;NP_418254.2
b3810,0.0,0,708.0,3995583,3996290,+,CDS,0.557909604519774,1.2085661080074488,yigA;ECK3805;NP_418255.1
b3811,0.0011148272017837235,1,897.0,3996287,3997183,+,CDS,0.5395763656633222,1.2294407894736843,xerC;ECK3806;NP_418256.1
b3812,0.0,0,717.0,3997183,3997899,+,CDS,0.5578800557880056,1.2388070913461537,yigB;ECK3807;NP_418257.1
b3813,0.0,0,2163.0,3997983,4000145,+,CDS,0.5769764216366158,1.1911809191390343,uvrD;dar-2;dda;ECK3808;mutU;pdeB;rad;recL;srjC;uvr502;uvrE;NP_418258.1
b4482,0.0,0,765.0,4000292,4001056,-,CDS,0.47843137254901963,1.1981927710843372,yigE;b3814;b3815;ECK3809;YP_026261.1
b3816,0.0,0,951.0,4001426,4002376,+,CDS,0.526813880126183,1.153831417624521,corA;ECK3810;NP_418260.1
b3817,0.005249343832020997,2,381.0,4002419,4002799,-,CDS,0.34908136482939633,0.5358649789029536,yigF;ECK3811;NP_418261.1
b3818,0.0,0,381.0,4002813,4003193,-,CDS,0.32808398950131235,1.093114241001565,yigG;ECK3812;NP_418262.2
b3819,0.0,0,891.0,4003288,4004178,-,CDS,0.5061728395061729,1.1450630709003915,rarD;ECK3813;yigH;YP_026262.1
b3820,0.0,0,468.0,4004230,4004697,-,CDS,0.532051282051282,1.0658511192087456,yigI;ECK3814;NP_418264.4
b3821,0.0,0,870.0,4004862,4005731,+,CDS,0.5126436781609195,1.107183257918552,pldA;ECK3815;NP_418265.1
b3822,0.0,0,1830.0,4005864,4007693,+,CDS,0.5513661202185792,1.2751659357358256,recQ;ECK3816;YP_026263.3
b3823,0.0,0,621.0,4007757,4008377,+,CDS,0.5249597423510467,1.118918918918919,rhtC;ECK3817;yigJ;YP_026264.1
b3824,0.00322061191626409,2,621.0,4008439,4009059,-,CDS,0.5217391304347826,1.0706896551724139,rhtB;ECK3818;yigK;YP_026265.1
b3825,0.0,0,1023.0,4009170,4010192,+,CDS,0.5376344086021505,1.1934932187885297,pldB;ECK3819;YP_026266.1
b3826,0.0,0,801.0,4010200,4011000,+,CDS,0.5156054931335831,1.3214083710407238,yigL;ECK3820;YP_026267.1
b3827,0.0,0,900.0,4011076,4011975,+,CDS,0.5555555555555556,1.0132527020072053,bioP;ECK3821;yigM;NP_418271.1
b3828,0.0,0,954.0,4011863,4012816,-,CDS,0.5628930817610063,1.1515984015984015,metR;ECK3822;NP_418272.1
b3829,0.0,0,2262.0,4013053,4015314,+,CDS,0.5623342175066313,1.1181885930047695,metE;ECK3823;metB12;NP_418273.1
b3830,0.0,0,816.0,4015354,4016169,-,CDS,0.5453431372549019,1.0881318947751242,ysgA;ECK3824;YP_026268.1
b3831,0.0013123359580052493,1,762.0,4016431,4017192,+,CDS,0.5406824146981627,1.13341990319915,udp;ECK3825;NP_418275.1
b3832,0.0,0,1428.0,4017333,4018760,+,CDS,0.530812324929972,1.256857855361596,rmuC;ECK3826;yigN;NP_418276.1
b3833,0.0013227513227513227,1,756.0,4018855,4019610,+,CDS,0.5211640211640212,1.2115384615384615,ubiE;ECK3827;yigO;YP_026269.1
b3834,0.0,0,606.0,4019624,4020229,+,CDS,0.5577557755775577,1.0490726020137786,ubiJ;ECK3828;yigP;NP_418278.1
b3835,0.0,0,1641.0,4020226,4021866,+,CDS,0.4996953077391834,1.1871468799885208,ubiB;aarF;ECK3829;yigQ;yigR;yigS;NP_418279.1
b3836,0.0,0,270.0,4021945,4022214,+,CDS,0.45555555555555555,1.2371967654986522,tatA;ECK3830;mttA1;yigT;NP_418280.4
b3838,0.001937984496124031,1,516.0,4022218,4022733,+,CDS,0.5542635658914729,1.2386224464801843,tatB;ECK3831;mttA2;ysgB;YP_026270.1
b3839,0.0,0,777.0,4022736,4023512,+,CDS,0.5160875160875161,1.1617822966507176,tatC;ECK3832;mttB;yigU;yigV;NP_418282.1
b4483,0.002554278416347382,2,783.0,4023554,4024336,+,CDS,0.5427841634738186,1.237710392733102,tatD;b3840;b3841;ECK3833;mttC;yigW;yigX;YP_026271.1
b3842,0.0,0,489.0,4024333,4024821,-,CDS,0.49693251533742333,1.1617567200651642,rfaH;ECK3834;hlyT;sfrB;NP_418284.1
b3843,0.0006693440428380187,1,1494.0,4024988,4026481,+,CDS,0.5381526104417671,1.24621676637015,ubiD;ECK3835;yigC;yigY;NP_418285.1
b3844,0.0,0,702.0,4026527,4027228,+,CDS,0.5284900284900285,1.3269537480063796,fre;ECK3836;fadI;flrD;fsrC;NP_418286.1
b3845,0.0,0,1164.0,4027609,4028772,-,CDS,0.5773195876288659,1.2686648501362396,fadA;ECK3837;oldA;YP_026272.1
b3846,0.0018264840182648401,4,2190.0,4028782,4030971,-,CDS,0.552054794520548,1.1760000000000002,fadB;ECK3838;oldB;NP_418288.1
b3847,0.0015015015015015015,2,1332.0,4031161,4032492,+,CDS,0.5367867867867868,1.188169014084507,pepQ;ECK3839;NP_418289.1
b3848,0.0,0,615.0,4032492,4033106,+,CDS,0.5560975609756098,1.2992957746478873,yigZ;ECK3840;NP_418290.4
b3849,0.0,0,1452.0,4033145,4034596,+,CDS,0.53099173553719,1.0778055199406167,trkH;ECK3841;YP_026273.1
b3850,0.0,0,546.0,4034608,4035153,+,CDS,0.5183150183150184,1.3643178410794603,hemG;ECK3842;yihB;NP_418292.1
b3856,0.001893939393939394,1,528.0,4040906,4041433,-,CDS,0.48674242424242425,0.9622926093514329,mobB;ECK3848;yihC;NP_418293.2
b3857,0.0,0,585.0,4041415,4041999,-,CDS,0.5008547008547009,1.0802556818181819,mobA;chlB;ECK3849;mob;narB;NP_418294.1
b3858,0.0,0,270.0,4042069,4042338,+,CDS,0.46296296296296297,1.2623376623376623,yihD;ECK3850;NP_418295.1
b3859,0.0,0,987.0,4042415,4043401,+,CDS,0.48632218844984804,1.2187304347826087,srkA;ECK3851;orfA;yihE;NP_418296.1
b3860,0.003189792663476874,2,627.0,4043418,4044044,+,CDS,0.4800637958532695,1.0569983597594315,dsbA;dsf;ECK3852;iarA;ppfA;NP_418297.1
b3861,0.002795248078266946,4,1431.0,4044199,4045629,+,CDS,0.416491963661775,1.101766304347826,yihF;ECK3853;NP_418298.4
b3862,0.0,0,933.0,4045670,4046602,-,CDS,0.4512325830653805,1.0954165725897493,yihG;ECK3854;NP_418299.1
b3863,0.0003588087549336204,1,2787.0,4046966,4049752,+,CDS,0.5195550771438823,1.1956081669861784,polA;ECK3855;resA;NP_418300.1
b3865,0.0,0,633.0,4050133,4050765,-,CDS,0.5165876777251185,1.0809426229508197,yihA;ECK3857;engB;NP_418301.3
b3866,0.00196078431372549,1,510.0,4051347,4051856,+,CDS,0.5235294117647059,1.0697278911564627,yihI;ECK3859;NP_418302.1
b3867,0.0,0,1374.0,4052045,4053418,+,CDS,0.5312954876273653,1.1759459459459458,hemN;ECK3860;yihJ;NP_418303.2
b4686,0.0,0,111.0,4053647,4053757,-,CDS,0.5135135135135135,0.8263027295285359,yshB;ECK4501;YP_002791260.1
b3868,0.0,0,1410.0,4053869,4055278,-,CDS,0.5695035460992908,1.2849385181948692,glnG;ECK3861;glnT;ntrC;NP_418304.1
b3869,0.0,0,1050.0,4055290,4056339,-,CDS,0.5523809523809524,1.1741054434716405,glnL;ECK3862;glnR;ntrB;NP_418305.1
b3870,0.0,0,1410.0,4056625,4058034,-,CDS,0.5290780141843971,1.1671093260780376,glnA;ECK3863;NP_418306.1
b3871,0.0,0,1824.0,4058407,4060230,+,CDS,0.5345394736842105,1.4431472893011354,bipA;ECK3864;typA;yihK;YP_026274.1
b3872,0.0014064697609001407,1,711.0,4060447,4061157,+,CDS,0.4908579465541491,1.080547112462006,yihL;ECK3865;NP_418308.1
b3873,0.0,0,981.0,4061165,4062145,+,CDS,0.43934760448521915,1.248253105590062,yihM;ECK3866;NP_418309.1
b3874,0.0007898894154818325,1,1266.0,4062247,4063512,+,CDS,0.45023696682464454,1.1041064487192265,yihN;ECK3867;NP_418310.1
b3875,0.001443001443001443,1,693.0,4063603,4064295,-,CDS,0.4083694083694084,1.2807692307692307,ompL;ECK3868;yshA;NP_418311.1
b3876,0.002849002849002849,4,1404.0,4064363,4065766,-,CDS,0.45014245014245013,1.1827663671373556,yihO;ECK3869;squO;YP_026275.1
b3877,0.0,0,1386.0,4065809,4067194,-,CDS,0.5238095238095238,1.0940471943712855,yihP;ECK3870;NP_418313.4
b3878,0.0,0,2037.0,4067240,4069276,-,CDS,0.5351006381934217,1.1453221375279448,yihQ;ECK3871;squQ;NP_418314.1
b3879,0.0,0,927.0,4069475,4070401,-,CDS,0.48220064724919093,1.1154787212707071,yihR;ECK3872;squR;NP_418315.3
b3880,0.0024154589371980675,3,1242.0,4070515,4071756,-,CDS,0.533011272141707,1.125607623790474,yihS;ECK3873;squS;NP_418316.4
b3881,0.0,0,879.0,4071773,4072651,-,CDS,0.5381114903299203,1.3205751895836313,yihT;ECK3874;squT;NP_418317.1
b3882,0.002229654403567447,2,897.0,4072675,4073571,-,CDS,0.5529542920847269,1.0793170731707318,yihU;ECK3875;squU;NP_418318.1
b3883,0.0,0,897.0,4073739,4074635,+,CDS,0.5562987736900781,1.0818298969072164,yihV;ECK3876;squV;NP_418319.2
b3884,0.0,0,786.0,4074669,4075454,+,CDS,0.5241730279898219,1.3567104889813677,csqR;ECK3877;yihW;NP_418320.2
b3885,0.0,0,600.0,4075553,4076152,+,CDS,0.505,1.1330698287220025,yihX;ECK3878;NP_418321.4
b3886,0.001145475372279496,1,873.0,4076146,4077018,+,CDS,0.5085910652920962,1.170621698496546,yihY;ECK3879;rbn;NP_418322.1
b3887,0.0,0,438.0,4077015,4077452,+,CDS,0.5502283105022832,1.2575630252100842,dtd;ECK3880;yihZ;NP_418323.1
b3888,0.00202020202020202,2,990.0,4077449,4078438,+,CDS,0.5505050505050505,1.2626180397264735,fabY;ECK3881;yiiD;NP_418324.1
b3889,0.0,0,216.0,4079291,4079509,+,CDS,0.4703196347031963,1.1202046035805628,yiiE;ECK3882;NP_418325.4
b3890,0.0,0,219.0,4079751,4079969,+,CDS,0.4611872146118721,1.086848635235732,yiiF;ECK3883;NP_418326.2
b3891,0.002150537634408602,2,930.0,4080299,4081228,-,CDS,0.546236559139785,1.038912679203128,fdhE;ECK3884;NP_418327.1
b3892,0.0,0,636.0,4081225,4081860,-,CDS,0.5251572327044025,1.2342857142857142,fdoI;ECK3885;NP_418328.1
b3893,0.004429678848283499,4,903.0,4081857,4082759,-,CDS,0.5548172757475083,1.2712206047032473,fdoH;ECK3886;NP_418329.1
b3894,0.00032776138970829236,1,3051.0,4082772,4085822,-,CDS,0.5509668960996394,1.1705244291927153,fdoG;ECK3887;NP_418330.1
b3895,0.0,0,834.0,4086016,4086849,+,CDS,0.5311750599520384,1.1987251593550805,fdhD;ECK3888;NP_418331.1
b3896,0.0,0,1056.0,4087002,4088057,+,CDS,0.4564393939393939,1.1687678339818417,yiiG;ECK3889;NP_418332.1
b3897,0.0005717552887364208,1,1749.0,4088107,4089855,-,CDS,0.5002858776443682,1.2245723302644917,frvR;ECK3890;yiiH;NP_418333.1
b3898,0.0,0,1071.0,4089855,4090925,-,CDS,0.5256769374416433,1.2465275113191618,frvX;ECK3891;yiiI;NP_418334.1
b3899,0.0,0,1452.0,4090915,4092366,-,CDS,0.559228650137741,1.1985797092652726,frvB;ECK3892;yiiJ;NP_418335.4
b3900,0.0022371364653243847,1,447.0,4092377,4092823,-,CDS,0.5011185682326622,1.142583273424395,frvA;ECK3893;yiiK;NP_418336.1
b3901,0.0,0,315.0,4093124,4093438,-,CDS,0.5079365079365079,1.0337552742616034,rhaM;ECK3894;yiiL;NP_418337.1
b3902,0.0,0,825.0,4093448,4094272,-,CDS,0.5575757575757576,1.1297930614729155,rhaD;ECK3895;NP_418338.1
b3903,0.0,0,1260.0,4094723,4095982,-,CDS,0.5611111111111111,1.0512129380053907,rhaA;ECK3896;YP_026276.1
b3904,0.0,0,1470.0,4095979,4097448,-,CDS,0.5476190476190477,1.107037037037037,rhaB;ECK3897;NP_418340.1
b3905,0.0,0,837.0,4097736,4098572,+,CDS,0.5185185185185185,1.102415397361545,rhaS;ECK3898;rhaC2;NP_418341.1
b3906,0.0,0,849.0,4098646,4099494,+,CDS,0.5017667844522968,1.0350674971737637,rhaR;ECK3899;rhaC1;NP_418342.2
b3907,0.000966183574879227,1,1035.0,4099491,4100525,-,CDS,0.5169082125603864,1.2822539302802463,rhaT;ECK3900;NP_418343.1
b3908,0.0,0,621.0,4100810,4101430,+,CDS,0.533011272141707,0.8621848739495798,sodA;ECK3901;NP_418344.3
b3909,0.0,0,984.0,4101690,4102673,+,CDS,0.5274390243902439,1.1453968253968254,kdgT;ECK3902;NP_418345.2
b3910,0.0,0,675.0,4102822,4103496,+,CDS,0.5303703703703704,1.1466346153846154,yiiM;ECK3903;NP_418346.2
b3911,0.000727802037845706,1,1374.0,4103602,4104975,-,CDS,0.5458515283842795,1.2117531494453966,cpxA;ecf;ecfB;ECK3904;eup;rssE;ssd;NP_418347.1
b3912,0.0,0,699.0,4104972,4105670,-,CDS,0.5135908440629471,1.1300833229697798,cpxR;ECK3905;yiiA;NP_418348.1
b4484,0.0,0,501.0,4105820,4106320,+,CDS,0.500998003992016,1.2110687022900763,cpxP;b3913;ECK3906;yiiO;YP_026277.1
b3915,0.0,0,903.0,4106469,4107371,+,CDS,0.521594684385382,1.2765476977307777,fieF;ECK3907;yiiP;NP_418350.1
b3916,0.0,0,963.0,4107552,4108514,+,CDS,0.5347871235721703,1.3933989277446084,pfkA;ECK3908;NP_418351.1
b3917,0.0,0,990.0,4108834,4109823,+,CDS,0.5060606060606061,1.3061946902654866,sbp;ECK3909;NP_418352.1
b3918,0.0,0,756.0,4109930,4110685,+,CDS,0.48677248677248675,1.2128342245989305,cdh;ECK3910;NP_418353.1
b3919,0.0026041666666666665,2,768.0,4110740,4111507,-,CDS,0.5260416666666666,1.150943396226415,tpiA;ECK3911;tpi;NP_418354.1
b3920,0.0,0,600.0,4111615,4112214,-,CDS,0.49166666666666664,0.9978748960546983,yiiQ;ECK3912;NP_418355.1
b3921,0.0,0,441.0,4112315,4112755,+,CDS,0.4943310657596372,1.0970149253731343,yiiR;ECK3913;NP_418356.1
b3922,0.0,0,300.0,4112967,4113266,+,CDS,0.4633333333333333,1.0126582278481011,yiiS;ECK3914;NP_418357.1
b3923,0.0,0,429.0,4113293,4113721,+,CDS,0.43123543123543123,1.1608235294117646,uspD;ECK3915;yiiT;NP_418358.1
b3924,0.0,0,747.0,4113726,4114472,-,CDS,0.535475234270415,1.1402011810629566,fpr;ECK3916;flxR;mvrA;NP_418359.1
b3925,0.0009891196834817012,1,1011.0,4114569,4115579,-,CDS,0.5677546983184966,1.3814002854737768,glpX;ECK3917;NP_418360.1
b3926,0.0006626905235255136,1,1509.0,4115714,4117222,-,CDS,0.5407554671968191,1.2204611298889425,glpK;ECK3918;NP_418361.1
b3927,0.0,0,846.0,4117245,4118090,-,CDS,0.5094562647754137,0.9130153248435139,glpF;ECK3919;NP_418362.1
b3928,0.0,0,246.0,4118515,4118760,+,CDS,0.483739837398374,0.6417391304347827,zapB;ECK3920;yiiU;NP_418363.1
b3929,0.00205761316872428,1,486.0,4118845,4119330,-,CDS,0.522633744855967,1.4250382457929627,rraA;ECK3921;menG;yiiV;NP_418364.1
b3930,0.0,0,927.0,4119423,4120349,-,CDS,0.5339805825242718,0.9562334217506631,menA;ECK3922;yiiW;NP_418365.1
b3931,0.0,0,1332.0,4120416,4121747,-,CDS,0.5262762762762763,1.2914127423822714,hslU;clpY;ECK3923;htpI;NP_418366.1
b3932,0.0,0,531.0,4121757,4122287,-,CDS,0.527306967984934,1.2756593743610714,hslV;clpQ;ECK3924;htpO;yiiC;NP_418367.1
b3933,0.0,0,960.0,4122380,4123339,-,CDS,0.5739583333333333,1.1383399209486167,ftsN;ECK3925;msgA;NP_418368.1
b3934,0.0,0,1026.0,4123431,4124456,-,CDS,0.52046783625731,1.165909090909091,cytR;ECK3926;NP_418369.1
b3935,0.0,0,2199.0,4124612,4126810,-,CDS,0.574806730331969,1.1400345622119816,priA;ECK3927;srgA;NP_418370.1
b3936,0.0,0,213.0,4127013,4127225,+,CDS,0.49295774647887325,1.1677631578947367,rpmE;ECK3928;NP_418371.1
b3937,0.0016420361247947454,1,609.0,4127286,4127894,-,CDS,0.5238095238095238,1.101179245283019,yiiX;ECK3929;NP_418372.1
b3938,0.0,0,318.0,4128078,4128395,-,CDS,0.5188679245283019,1.2671192443919717,metJ;ECK3930;NP_418373.1
b3939,0.0017226528854435831,2,1161.0,4128672,4129832,+,CDS,0.549526270456503,1.2101313320825517,metB;ECK3931;met-1;NP_418374.1
b3940,0.0004110152075626798,1,2433.0,4129835,4132267,+,CDS,0.5832305795314426,1.159703635747193,metL;ECK3932;metM;NP_418375.1
b3941,0.0,0,891.0,4132616,4133506,+,CDS,0.5185185185185185,1.3617169811320755,metF;ECK3933;NP_418376.1
b3942,0.0,0,2181.0,4133835,4136015,+,CDS,0.557542411737735,1.1676001337018287,katG;ECK3934;NP_418377.1
b3943,0.0,0,906.0,4136108,4137013,+,CDS,0.5408388520971302,1.0695493793847815,yijE;ECK3935;NP_418378.4
b3944,0.0016181229773462784,1,618.0,4137040,4137657,-,CDS,0.5258899676375405,1.053409090909091,yijF;ECK3936;NP_418379.1
b3945,0.0009057971014492754,1,1104.0,4137932,4139035,-,CDS,0.5471014492753623,1.13550099535501,gldA;ECK3937;NP_418380.4
b3946,0.0,0,663.0,4139046,4139708,-,CDS,0.5339366515837104,0.9984939759036144,fsaB;ECK3938;talC;yijG;NP_418381.1
b3947,0.0003996802557953637,1,2502.0,4139720,4142221,-,CDS,0.5535571542765787,1.1691247335066148,ptsA;ECK3939;frwA;pt1A;yijH;YP_026278.1
b3949,0.0,0,1080.0,4142530,4143609,+,CDS,0.5416666666666666,1.0227769413821572,frwC;ECK3940;yijJ;NP_418384.1
b3950,0.0,0,321.0,4143624,4143944,+,CDS,0.49221183800623053,1.0003280301787765,frwB;ECK3941;yijK;NP_418385.1
b3951,0.0013054830287206266,3,2298.0,4143995,4146292,+,CDS,0.5313315926892951,1.3196477161119968,pflD;ECK3942;yijL;NP_418386.1
b3952,0.0022753128555176336,2,879.0,4146258,4147136,+,CDS,0.5494880546075085,1.2893514476303565,pflC;ECK3943;yijM;NP_418387.3
b3953,0.0,0,342.0,4147138,4147479,+,CDS,0.5614035087719298,1.1923076923076923,frwD;ECK3944;yijN;NP_418388.1
b3954,0.0,0,852.0,4147466,4148317,-,CDS,0.5305164319248826,1.1927832002366163,yijO;ECK3945;NP_418389.1
b3955,0.0005767012687427913,1,1734.0,4148532,4150265,-,CDS,0.5,1.1819159699664519,eptC;ECK3946;yijP;NP_418390.1
b3956,0.0007541478129713424,2,2652.0,4150447,4153098,-,CDS,0.5565610859728507,1.1540618303805046,ppc;asp;ECK3947;glu;NP_418391.1
b3957,0.0008680555555555555,1,1152.0,4153696,4154847,-,CDS,0.5173611111111112,1.2588320115356886,argE;ECK3948;NP_418392.1
b3958,0.0009950248756218905,1,1005.0,4155001,4156005,+,CDS,0.5353233830845772,1.2374792473713336,argC;Arg2;ECK3949;NP_418393.1
b3959,0.0,0,777.0,4156013,4156789,+,CDS,0.5546975546975547,1.1641988365943945,argB;ECK3950;NP_418394.3
b3960,0.0,0,1374.0,4156850,4158223,+,CDS,0.5647743813682679,1.0659066378845115,argH;ECK3951;NP_418395.1
b3961,0.0,0,918.0,4158490,4159407,+,CDS,0.5544662309368191,0.9584852734922861,oxyR;ECK3953;momR;mor;NP_418396.1
b3962,0.0,0,1401.0,4159390,4160790,-,CDS,0.5182012847965739,1.2442084649016274,sthA;ECK3954;sth;udhA;NP_418397.2
b3963,0.0014781966001478197,1,676.5,4161067,4161771,+,CDS,0.526241134751773,1.3594133457987612,fabR;ECK3955;yijC;NP_418398.3
b3964,0.0,0,360.0,4161771,4162130,+,CDS,0.49166666666666664,1.1059907834101383,yijD;ECK3956;NP_418399.1
b3965,0.0,0,1101.0,4162170,4163270,-,CDS,0.508628519527702,1.2658567431878283,trmA;ECK3957;rT;rumT;NP_418400.1
b3966,0.0016260162601626016,3,1845.0,4163639,4165483,+,CDS,0.5024390243902439,1.2062765609676365,btuB;bfe;cer;ECK3958;NP_418401.1
b3967,0.0,0,858.0,4165428,4166285,+,CDS,0.5151515151515151,1.1437653814602133,murI;dga;ECK3959;glr;yijA;NP_418402.2
b3972,0.0,0,1029.0,4172057,4173085,+,CDS,0.45966958211856174,0.7764642472152353,murB;ECK3964;yijB;NP_418403.1
b3973,0.0,0,966.0,4173082,4174047,+,CDS,0.4937888198757764,1.0574326789754067,birA;bioR;dhbB;ECK3965;NP_418404.1
b3974,0.0010515247108307045,1,951.0,4174076,4175026,-,CDS,0.4405888538380652,1.1928708264915162,coaA;ECK3966;panK;rts;ts-9;NP_418405.1
b3980,0.0,0,1185.0,4175944,4177128,+,CDS,0.5341772151898734,1.3024320057552807,tufB;ECK3971;kirT;pulT;NP_418407.1
b3981,0.0,0,384.0,4177358,4177741,+,CDS,0.5494791666666666,1.0931129476584023,secE;ECK3972;mbrC;prlG;NP_418408.1
b3982,0.0,0,546.0,4177743,4178288,+,CDS,0.5164835164835165,1.393425888117599,nusG;ECK3973;NP_418409.1
b3983,0.0,0,429.0,4178447,4178875,+,CDS,0.5221445221445221,0.9578947368421052,rplK;ECK3974;relC;NP_418410.1
b3984,0.0,0,705.0,4178879,4179583,+,CDS,0.5163120567375886,1.0667917561964713,rplA;ECK3975;rpy;NP_418411.1
b3985,0.0,0,498.0,4179996,4180493,+,CDS,0.5240963855421686,1.145300153319967,rplJ;ECK3976;NP_418412.1
b3986,0.0,0,366.0,4180560,4180925,+,CDS,0.46174863387978143,0.7393939393939394,rplL;ECK3977;NP_418413.1
